combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[5, 9, 19, 20, 22, 40]",3.5509010947027857,0.5,default,115,3,35,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 5, 9, 19, 20, 40]",2.5716832440744413,0.5,default,94,2,39,2,"{0: 3, 1: 2, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 7, 9, 11, 15, 40]",2.4233169030701465,0.5,default,83,1,39,2,"{0: 3, 1: 2, 3: 1}",2,1.0,0.7899999999999999,0.0,0.0,0.5934653640171786
"[1, 5, 16, 17, 30, 40]",3.1058020716899017,0.5,default,109,3,39,2,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[5, 16, 17, 20, 31, 40]",3.6688028803541988,0.5,default,129,3,35,1,"{0: 1, 1: 3, 3: 2}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 8, 20, 30, 32, 40]",3.4709810923484725,0.5,default,133,5,37,1,"{0: 2, 1: 1, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[8, 12, 18, 21, 27, 40]",2.818960479081599,0.5,default,126,4,32,3,"{0: 1, 1: 2, 2: 2, 3: 1}",0,1.0,0.83,0.0,0.0,0.5934653640171786
"[5, 7, 14, 22, 31, 40]",3.6877937720027485,0.5,default,119,3,35,1,"{0: 2, 1: 1, 2: 1, 3: 2}",3,1.0,0.83,0.0,0.064,0.5934653640171786
"[9, 17, 18, 26, 36, 40]",3.6193474333527673,0.5,default,146,4,31,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[8, 18, 22, 32, 35, 40]",2.8569422623786984,0.5,default,155,5,32,1,"{0: 1, 1: 1, 2: 1, 3: 3}",0,1.0,0.83,0.0,0.064,0.5934653640171786
"[10, 25, 29, 34, 36, 40]",3.1042194973858566,0.5,default,174,4,30,2,"{0: 1, 2: 2, 3: 3}",1,1.0,0.73,0.0,0.064,0.5934653640171786
"[1, 5, 14, 16, 20, 27]",3.085228605737307,0.5,default,83,3,26,2,"{0: 2, 1: 3, 2: 1}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[4, 11, 20, 22, 25, 28]",3.451990200699923,0.5,default,110,4,24,0,"{0: 1, 1: 2, 2: 3}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 15, 16, 20, 24, 28]",3.372070198345609,0.5,default,104,4,27,1,"{0: 1, 1: 3, 2: 2}",0,1.0,0.87,0.0,0.032,0.5934653640171786
"[1, 9, 12, 15, 21, 24]",2.8379513707301487,0.5,default,82,2,23,2,"{0: 2, 1: 2, 2: 2}",0,1.0,0.83,0.0,0.032,0.5934653640171786
"[1, 4, 10, 12, 16, 17]",1.3451881584389382,0.5,default,60,4,16,3,"{0: 3, 1: 3}",1,1.0,0.61,0.0,0.0,0.5934653640171786
"[1, 10, 11, 20, 22, 33]",2.936862264733012,0.5,default,97,3,32,2,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[4, 14, 17, 20, 25, 30]",3.4709810923484725,0.5,default,110,4,26,0,"{0: 1, 1: 3, 2: 2}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[1, 3, 11, 12, 14, 25]",3.1841394997401693,0.5,default,66,2,24,2,"{0: 2, 1: 3, 2: 1}",2,1.0,0.69,0.0,0.032,0.5934653640171786
"[8, 10, 11, 12, 15, 18]",1.3748614266397974,0.5,default,74,4,10,2,"{0: 2, 1: 4}",1,1.0,0.61,0.0,0.0,0.5934653640171786
"[5, 22, 23, 25, 27, 28]",2.6013565122753,0.5,default,130,2,23,1,"{0: 1, 2: 5}",2,1.0,0.79,0.0,0.0,0.5934653640171786
