combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[6, 11, 16, 21, 31, 40]",7.719780429683834,0.6941176470588235,clustering,125,3,34,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8619457735247209,1.05,0.0,1.0
"[9, 11, 13, 35, 37, 40]",8.166970053475936,0.5852941176470589,clustering,145,1,31,0,"{0: 1, 1: 2, 3: 3}",3,0.8872727272727272,1.0,0.0,1.0
"[11, 20, 21, 22, 32, 40]",7.456027971667136,0.573186274509804,clustering,146,4,29,0,"{1: 2, 2: 2, 3: 2}",1,0.841164274322169,1.1,0.0,1.0
"[11, 18, 21, 22, 23, 40]",7.696479547799981,0.6263725490196078,clustering,135,3,29,0,"{1: 2, 2: 3, 3: 1}",2,0.85622009569378,1.05,0.0,1.0
"[3, 11, 13, 25, 30, 40]",7.029137137630172,0.6237745098039216,genetico,122,2,37,0,"{0: 1, 1: 2, 2: 2, 3: 1}",3,0.8739234449760765,1.1,0.0,1.0
"[9, 19, 20, 22, 36, 40]",6.883434670231728,0.613186274509804,genetico,146,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8539393939393939,1.05,0.0,1.0
"[1, 7, 16, 21, 26, 40]",5.500199485692841,0.6399674509803921,genetico,111,3,39,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.8729186602870813,1.05,0.0,1.0
"[1, 8, 9, 20, 22, 40]",5.266857355286612,0.5164803921568628,genetico,100,4,39,0,"{0: 3, 1: 1, 2: 1, 3: 1}",0,0.8628548644338119,1.1,0.0,1.0
"[2, 11, 16, 22, 32, 37]",6.720502364086687,0.5348675294117647,montecarlo,120,4,35,0,"{0: 1, 1: 2, 2: 1, 3: 2}",3,0.9091866028708133,1.05,0.0,1.0
"[10, 17, 20, 25, 29, 38]",6.567543798555212,0.6248185098039216,montecarlo,139,3,28,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.91688995215311,1.05,0.0,1.0
"[2, 11, 14, 16, 19, 31]",4.545817998761611,0.6351126274509804,montecarlo,93,3,29,0,"{0: 1, 1: 4, 3: 1}",4,0.8983732057416268,0.9,0.0,1.0
"[5, 8, 12, 19, 28, 38]",6.537801332094943,0.5226126274509805,montecarlo,110,4,33,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.9189792663476875,1.05,0.0,1.0
"[3, 14, 16, 19, 30, 37]",6.174881086405853,0.7200980392156863,transformer_fallback,119,3,34,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8971291866028708,1.05,0.0,1.0
"[6, 8, 13, 22, 30, 31]",5.9531862979641605,0.5357352941176471,transformer_fallback,110,4,25,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8978309409888358,1.1,0.0,1.0
"[13, 18, 27, 28, 35, 38]",4.940234011820997,0.6919443137254903,transformer_fallback,159,3,25,0,"{1: 2, 2: 2, 3: 2}",1,0.9149601275917065,0.9,0.0,1.0
"[2, 3, 5, 6, 11, 32]",4.3594839598461395,0.4855419607843137,transformer_fallback,59,3,30,0,"{0: 4, 1: 1, 3: 1}",4,0.9095534290271132,0.9,0.0,1.0
"[20, 21, 22, 34, 36, 40]",3.9121375363542548,0.40627450980392155,lstm,173,5,20,0,"{1: 1, 2: 2, 3: 3}",0,0.8506379585326954,0.85,0.0,1.0
"[20, 21, 22, 23, 33, 40]",3.852027160146355,0.4824509803921569,lstm,159,3,20,0,"{1: 1, 2: 3, 3: 2}",1,0.8515629984051036,0.9500000000000001,0.0,1.0
"[12, 18, 20, 22, 26, 40]",4.8779588845107416,0.44338235294117645,lstm,138,6,28,0,"{1: 3, 2: 2, 3: 1}",0,0.8623604465709729,0.95,0.0,1.0
"[7, 10, 20, 22, 27, 40]",5.761221760953185,0.495343137254902,lstm,126,4,33,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.8648803827751196,1.1,0.0,1.0
"[2, 8, 18, 20, 21, 40]",5.875560277699597,0.40117647058823536,lstm_v2,109,5,38,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8437480063795854,0.95,0.0,1.0
"[9, 15, 16, 20, 21, 40]",6.965045407636738,0.5425490196078432,lstm_v2,121,3,31,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.854561403508772,1.05,0.0,1.0
"[7, 20, 21, 22, 38, 40]",7.387045243456234,0.44230392156862747,lstm_v2,148,4,33,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.8420414673046251,1.1,0.0,1.0
"[6, 20, 21, 22, 31, 40]",7.1315602073365225,0.4325,lstm_v2,140,4,34,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.8369537480063796,1.1,0.0,1.0
"[2, 3, 6, 20, 21, 40]",5.200125269725115,0.3736764705882353,lstm_v2,92,4,38,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.8427113237639554,0.9,0.0,1.0
"[14, 15, 20, 21, 35, 40]",6.973669575007036,0.5719607843137254,lstm_v2,145,3,26,0,"{1: 3, 2: 1, 3: 2}",0,0.8541626794258373,1.05,0.0,1.0
"[2, 13, 20, 21, 38, 40]",6.365182076179753,0.4984803921568628,lstm_v2,134,4,38,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8479425837320574,1.1,0.0,1.0
"[15, 20, 21, 29, 37, 40]",6.505276831785346,0.5327941176470589,lstm_v2,162,2,25,0,"{1: 2, 2: 2, 3: 2}",2,0.8575438596491228,0.9,0.0,1.0
"[18, 19, 20, 21, 32, 40]",7.13977461367322,0.471421568627451,lstm_v2,150,4,22,0,"{1: 3, 2: 1, 3: 2}",1,0.8300296195033037,1.05,0.0,1.0
"[1, 11, 19, 20, 21, 40]",6.096260393631135,0.4648529411764706,lstm_v2,112,2,39,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8302756892230576,1.05,0.0,1.0
"[19, 20, 21, 25, 31, 40]",4.9812406919705685,0.48544117647058826,lstm_v2,156,2,21,0,"{1: 2, 2: 2, 3: 2}",2,0.83788334472545,0.9,0.0,1.0
"[10, 18, 19, 20, 21, 40]",7.132571545843217,0.4444607843137256,lstm_v2,128,4,30,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8317999544315333,1.05,0.0,1.0
"[14, 19, 20, 21, 25, 40]",7.1715559687990025,0.5646078431372549,lstm_v2,139,3,26,0,"{1: 3, 2: 2, 3: 1}",1,0.837680565048986,1.05,0.0,1.0
"[6, 7, 19, 20, 21, 40]",7.344409312050179,0.45941176470588235,lstm_v2,113,3,34,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8298382319434952,1.05,0.0,1.0
"[7, 19, 20, 21, 28, 40]",7.369694630962432,0.5263725490196078,lstm_v2,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8402323991797676,1.05,0.0,1.0
"[17, 19, 20, 21, 26, 40]",7.384244374304745,0.5695098039215686,lstm_v2,143,3,23,0,"{1: 3, 2: 2, 3: 1}",2,0.8434495329232171,1.05,0.0,1.0
"[3, 19, 20, 21, 33, 40]",7.347933091418385,0.4609313725490196,lstm_v2,136,2,37,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8359740259740259,1.05,0.0,1.0
"[8, 19, 20, 21, 38, 40]",7.393455084904775,0.47318627450980394,lstm_v2,146,4,32,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8363317384370016,1.05,0.0,1.0
"[6, 19, 20, 21, 28, 40]",7.13944887955182,0.45848039215686276,lstm_v2,134,4,34,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8371428571428572,1.05,0.0,1.0
"[13, 19, 20, 21, 27, 40]",7.357210697197538,0.49916666666666665,lstm_v2,140,2,27,0,"{1: 3, 2: 2, 3: 1}",2,0.8315880610617452,1.05,0.0,1.0
"[3, 5, 19, 20, 21, 40]",7.794885499175746,0.42661764705882355,lstm_v2,108,2,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8338004101161995,1.05,0.0,1.0
"[15, 19, 20, 21, 22, 40]",7.152736145175774,0.5221568627450981,lstm_v2,137,3,25,0,"{1: 3, 2: 2, 3: 1}",1,0.8255115060378218,1.05,0.0,1.0
"[6, 15, 19, 20, 21, 40]",7.162237250881213,0.5425490196078432,lstm_v2,121,3,34,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.832278423331055,1.05,0.0,1.0
"[18, 19, 20, 21, 33, 40]",6.036061604546125,0.5393137254901961,lstm_v2,151,3,22,0,"{1: 3, 2: 1, 3: 2}",1,0.831868307131465,0.9,0.0,1.0
"[11, 19, 20, 21, 27, 40]",7.3559752891587245,0.4967156862745098,lstm_v2,138,2,29,0,"{1: 3, 2: 2, 3: 1}",2,0.8305878332194121,1.05,0.0,1.0
"[19, 20, 21, 26, 27, 40]",4.779194939219708,0.5084313725490197,lstm_v2,153,3,21,0,"{1: 2, 2: 3, 3: 1}",1,0.8366643882433356,0.9,0.0,1.0
"[14, 18, 19, 20, 21, 40]",6.390806772948414,0.48269607843137263,lstm_v2,132,4,26,0,"{1: 4, 2: 1, 3: 1}",1,0.8253292321713375,1.05,0.0,1.0
"[3, 7, 15, 24, 30, 39]",6.529507420846233,0.4990832156862745,montecarlo,118,2,36,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.9161722488038277,1.05,0.0,1.0
"[6, 10, 16, 20, 24, 40]",5.345172126728586,0.3966322352941176,montecarlo,116,6,34,0,"{0: 2, 1: 2, 2: 1, 3: 1}",0,0.8776874003189793,0.95,0.0,1.0
"[1, 3, 13, 18, 20, 21]",4.6631820338493295,0.47427929411764713,montecarlo,76,2,20,0,"{0: 2, 1: 3, 2: 1}",2,0.8732535885167464,0.9,0.0,1.0
"[2, 14, 16, 18, 28, 33]",6.343797049329205,0.49050478431372546,montecarlo,111,5,31,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.9166188197767144,0.95,0.0,1.0
"[7, 8, 10, 12, 19, 30]",5.521925171104232,0.4532008627450981,montecarlo,86,4,23,0,"{0: 3, 1: 2, 2: 1}",2,0.9074960127591707,0.85,0.0,1.0
"[4, 5, 8, 17, 26, 29]",5.977589515789474,0.4902106666666667,montecarlo,89,3,25,0,"{0: 3, 1: 1, 2: 2}",3,0.9330143540669856,0.9,0.0,1.0
"[2, 8, 18, 24, 26, 31]",6.506437193808049,0.42138713725490196,montecarlo,109,5,29,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.9167145135566188,0.95,0.0,1.0
"[13, 28, 31, 36, 38, 40]",5.143658298039217,0.5824165490196079,montecarlo,186,4,27,0,"{1: 1, 2: 1, 3: 4}",2,0.8915151515151515,0.9,0.0,1.0
"[10, 19, 24, 27, 30, 37]",6.558449887306502,0.6012890980392157,montecarlo,147,3,27,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.9122647527910686,1.05,0.0,1.0
