combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[3, 4, 10, 19, 22, 40]",3.086649302882796,0.5,default,98,4,37,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.9,0.0,0.5787467442905242
"[1, 2, 3, 15, 26, 40]",2.507902558592272,0.5,default,87,3,39,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.75,0.0,0.5787467442905242
"[1, 3, 9, 16, 25, 40]",2.4114447678771844,0.5,default,94,2,39,0,"{0: 3, 1: 1, 2: 1, 3: 1}",1,1.0,0.9,0.0,0.5787467442905242
"[2, 12, 16, 19, 22, 40]",2.8840879423811123,0.5,default,111,5,38,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,1.0,0.95,0.0,0.5787467442905242
"[8, 20, 21, 25, 26, 40]",3.269919105241462,0.5,default,140,4,32,0,"{0: 1, 1: 1, 2: 3, 3: 1}",0,1.0,1.1,0.0,0.5787467442905242
"[2, 5, 20, 22, 34, 40]",3.028774628453743,0.5,default,123,5,38,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,1.0,1.0,0.0,0.5787467442905242
"[4, 19, 20, 27, 34, 40]",3.3663768959565497,0.5,default,144,4,36,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,1.0,1.05,0.0,0.5787467442905242
"[12, 17, 20, 25, 26, 40]",3.3663768959565497,0.5,default,140,4,28,0,"{1: 3, 2: 2, 3: 1}",1,1.0,1.05,0.0,0.5787467442905242
"[8, 10, 11, 20, 31, 40]",3.4628346866716364,0.5,default,120,4,32,0,"{0: 2, 1: 2, 3: 2}",2,1.0,1.1,0.0,0.5787467442905242
"[17, 18, 23, 26, 28, 40]",2.941962616810165,0.5,default,152,4,23,0,"{1: 2, 2: 3, 3: 1}",2,1.0,0.9,0.0,0.5787467442905242
"[2, 11, 12, 17, 24, 40]",2.9805457330962,0.5,default,106,4,38,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,1.0,1.05,0.0,0.5787467442905242
"[1, 15, 16, 17, 35, 40]",2.787630151666025,0.5,default,124,2,39,0,"{0: 1, 1: 3, 3: 2}",1,1.0,1.05,0.0,0.5787467442905242
"[14, 16, 19, 21, 36, 40]",3.5110635820291805,0.5,default,146,4,26,0,"{1: 3, 2: 1, 3: 2}",1,1.0,1.05,0.0,0.5787467442905242
