combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[5, 15, 20, 22, 28, 40]",3.451990200699923,0.5,default,130,4,35,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[5, 9, 16, 17, 22, 40]",3.5509010947027857,0.5,default,109,3,35,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 4, 5, 9, 18, 40]",2.8090693896813126,0.5,default,79,3,37,1,"{0: 4, 1: 1, 3: 1}",2,1.0,0.69,0.0,0.0,0.5934653640171786
"[2, 11, 16, 17, 24, 40]",3.07533751633702,0.5,default,110,4,38,1,"{0: 1, 1: 3, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[10, 13, 21, 28, 29, 40]",3.016782267087325,0.5,default,141,3,30,3,"{0: 1, 1: 1, 2: 3, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[14, 22, 23, 25, 29, 40]",2.679693940325568,0.5,default,153,3,26,1,"{1: 1, 2: 4, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 8, 11, 15, 22, 23]",2.52222779707301,0.5,default,82,2,20,0,"{0: 2, 1: 2, 2: 2}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 7, 9, 12, 17, 19]",1.6320297510472412,0.5,default,66,2,17,1,"{0: 3, 1: 3}",4,1.0,0.61,0.0,0.0,0.5934653640171786
"[2, 4, 7, 14, 20, 28]",3.1841394997401693,0.5,default,75,5,26,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.77,0.0,0.032,0.5934653640171786
"[3, 8, 14, 18, 22, 23]",2.442307794718696,0.5,default,88,4,20,0,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[7, 9, 15, 19, 29, 34]",3.6688028803541988,0.5,default,113,1,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[4, 6, 11, 16, 18, 22]",2.343396900715833,0.5,default,77,5,18,0,"{0: 2, 1: 3, 2: 1}",1,1.0,0.73,0.0,0.032,0.5934653640171786
"[6, 7, 16, 20, 29, 34]",3.588882877999885,0.5,default,112,4,28,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.87,0.0,0.064,0.5934653640171786
"[5, 7, 18, 19, 25, 35]",3.6688028803541988,0.5,default,109,1,30,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[4, 5, 16, 29, 31, 34]",3.836160113007043,0.5,default,119,3,30,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,1.0,0.87,0.0,0.064,0.5934653640171786
"[5, 10, 11, 20, 29, 36]",3.6688028803541988,0.5,default,111,3,31,1,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[11, 15, 18, 23, 28, 32]",2.9764266223341567,0.5,default,127,3,21,0,"{1: 3, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 5, 17, 22, 30, 39]",3.817169221358493,0.5,default,116,2,36,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[4, 5, 7, 22, 28, 38]",3.7182583273556298,0.5,default,104,4,34,0,"{0: 3, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[9, 15, 22, 28, 29, 35]",3.4709810923484725,0.5,default,138,2,26,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[12, 19, 20, 27, 31, 37]",3.6877937720027485,0.5,default,146,2,25,2,"{1: 3, 2: 1, 3: 2}",3,1.0,0.83,0.0,0.064,0.5934653640171786
"[2, 4, 20, 24, 28, 36]",3.222912570189292,0.5,default,114,6,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.79,0.0,0.064,0.5934653640171786
"[5, 6, 20, 28, 32, 33]",3.508962875645572,0.5,default,124,4,28,0,"{0: 2, 1: 1, 2: 1, 3: 2}",1,1.0,0.87,0.0,0.096,0.5934653640171786
"[6, 17, 19, 22, 24, 35]",3.607873769648435,0.5,default,123,3,29,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.096,0.5934653640171786
"[1, 12, 13, 16, 17, 38]",2.1455751127101066,0.5,default,97,3,37,3,"{0: 1, 1: 4, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
