combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 8, 20, 21, 22, 40]",2.7705319414554355,0.5,lstm,113,5,38,1,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.624867724867725,1.0,0.0,0.593692147229648
"[15, 16, 18, 21, 22, 40]",3.2883948377108836,0.5,lstm,132,4,25,1,"{1: 3, 2: 2, 3: 1}",0,0.7222222222222223,1.05,0.0,0.593692147229648
"[7, 9, 21, 22, 37, 40]",3.6412238819496587,0.5,lstm,136,2,33,2,"{0: 2, 2: 2, 3: 2}",2,0.7496296296296296,1.1,0.0,0.593692147229648
"[6, 20, 21, 22, 31, 40]",3.3627162991048176,0.5,lstm,140,4,34,1,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.6185185185185186,1.1,0.0,0.593692147229648
"[2, 3, 20, 21, 22, 40]",3.016144581624145,0.5,lstm,108,4,38,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.6174603174603176,1.1,0.0,0.593692147229648
"[6, 14, 15, 20, 21, 40]",3.261581313008491,0.5,lstm,116,4,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6093121693121695,1.05,0.0,0.593692147229648
"[2, 20, 21, 35, 38, 40]",2.387170158216278,0.5,lstm,156,4,38,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.6355555555555557,0.9500000000000001,0.0,0.593692147229648
"[13, 20, 21, 29, 37, 40]",3.180694684483817,0.5,lstm,160,2,27,2,"{1: 2, 2: 2, 3: 2}",3,0.6437037037037037,0.9500000000000001,0.0,0.593692147229648
"[15, 19, 20, 21, 32, 40]",3.33426933569047,0.5,lstm,147,3,25,1,"{1: 3, 2: 1, 3: 2}",1,0.4987301587301587,1.05,0.0,0.593692147229648
"[1, 18, 19, 20, 21, 40]",2.740325890197444,0.5,lstm,119,3,39,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4976719576719577,1.05,0.0,0.593692147229648
"[11, 19, 20, 21, 31, 40]",3.5328703532378096,0.5,lstm,142,2,29,1,"{1: 3, 2: 1, 3: 2}",3,0.5016931216931217,1.05,0.0,0.593692147229648
"[18, 19, 20, 21, 25, 40]",3.3328871952418933,0.5,lstm,143,3,22,2,"{1: 3, 2: 2, 3: 1}",1,0.49291005291005296,1.05,0.0,0.593692147229648
"[10, 14, 19, 20, 21, 40]",3.3349729708279274,0.5,lstm,124,4,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.5016931216931217,1.05,0.0,0.593692147229648
"[7, 19, 20, 21, 25, 40]",3.435228413002432,0.5,lstm,132,2,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5071957671957672,0.85,0.0,0.593692147229648
"[6, 19, 20, 21, 28, 40]",3.335224269091305,0.5,lstm,134,4,34,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.5027513227513228,1.05,0.0,0.593692147229648
"[7, 19, 20, 21, 26, 40]",3.4340975708172325,0.5,lstm,133,3,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5024338624338625,1.05,0.0,0.593692147229648
"[17, 19, 20, 21, 26, 40]",3.43480120595469,0.5,lstm,143,3,23,2,"{1: 3, 2: 2, 3: 1}",2,0.5053968253968253,1.05,0.0,0.593692147229648
"[3, 19, 20, 21, 33, 40]",3.4327908198476695,0.5,lstm,136,2,37,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.496931216931217,1.05,0.0,0.593692147229648
"[8, 19, 20, 21, 38, 40]",3.4847781480839166,0.5,lstm,146,4,32,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.5075132275132275,1.05,0.0,0.593692147229648
"[19, 20, 21, 22, 39, 40]",2.353345411965649,0.5,lstm,161,3,21,1,"{1: 2, 2: 2, 3: 2}",1,0.49312169312169307,0.8,0.0,0.593692147229648
"[13, 19, 20, 21, 27, 40]",3.436183346403267,0.5,lstm,140,2,27,2,"{1: 3, 2: 2, 3: 1}",2,0.5112169312169312,1.05,0.0,0.593692147229648
