combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[14, 15, 21, 24, 31, 34]",4.751212121212122,0.5,combined,139,3,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8363636363636364,1.05,0.0,1.0
"[13, 18, 19, 20, 28, 31]",4.502447552447553,0.5,combined,129,3,18,0,"{1: 4, 2: 1, 3: 1}",3,0.8811188811188811,0.9749999999999999,0.0,1.0
"[2, 11, 25, 29, 35, 38]",6.096293706293706,0.5,combined,140,2,36,0,"{0: 1, 1: 1, 2: 2, 3: 2}",3,0.8657342657342657,1.1,0.0,1.0
"[2, 4, 17, 22, 28, 40]",5.17011655011655,0.5,combined,113,5,38,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8419580419580419,0.95,0.0,1.0
"[2, 7, 15, 26, 35, 37]",6.084545454545455,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8363636363636364,1.05,0.0,1.0
"[6, 7, 11, 21, 22, 40]",5.908368298368298,0.5,combined,107,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8125874125874126,1.1,0.0,1.0
"[4, 21, 24, 30, 38, 40]",4.942377622377623,0.5,combined,157,5,36,0,"{0: 1, 2: 3, 3: 2}",0,0.855944055944056,0.85,0.0,1.0
"[5, 7, 9, 34, 35, 39]",4.92067599067599,0.5,combined,129,1,34,0,"{0: 3, 3: 3}",2,0.8433566433566434,0.9,0.0,1.0
"[6, 15, 16, 29, 30, 39]",5.762960372960373,0.5,combined,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8657342657342657,1.05,0.0,1.0
"[7, 12, 17, 20, 22, 34]",5.91060606060606,0.5,combined,112,4,27,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8181818181818181,1.05,0.0,1.0
"[3, 11, 20, 26, 32, 34]",5.92067599067599,0.5,combined,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8433566433566434,1.1,0.0,1.0
"[14, 19, 22, 26, 33, 34]",4.747296037296038,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8265734265734266,1.05,0.0,1.0
"[6, 16, 19, 34, 37, 40]",5.261724941724942,0.5,combined,152,4,34,0,"{0: 1, 1: 2, 3: 3}",2,0.820979020979021,0.9,0.0,1.0
