timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-16 16:45:50.137871,147,147,0,3.763170068027211,0.5235727709582965,4.691,2.32,"Counter({'genetico': 33, 'montecarlo': 33, 'clustering': 32, 'apriori': 29, 'lstm_v2': 9, 'transformer_fallback': 5, 'lstm': 4, 'ghost_rng': 1, 'inverse_mining': 1})",moderado,0.68,0.593692147229648
