epoch,train_loss,val_loss
1,0.09156421408057212,0.09013035148382187
2,0.08088357582688331,0.08782392740249634
3,0.06814482972025872,0.08306587487459183
4,0.0561115936934948,0.07790595293045044
5,0.04905629582703114,0.07368983328342438
6,0.04572356268763542,0.0702647790312767
7,0.04297517165541649,0.06611831486225128
8,0.03962479166686535,0.0612591877579689
