epoch,train_loss,val_loss
1,0.0800355775654316,0.08406176418066025
2,0.07181719571352005,0.07975892722606659
3,0.06092666409909725,0.07160487025976181
4,0.0512031551450491,0.06423579901456833
5,0.045127148404717446,0.05852493271231651
6,0.04165289171040058,0.0553591288626194
7,0.038700759001076224,0.05177013576030731
8,0.034793253652751446,0.04696109890937805
