epoch,train_loss,val_loss
1,0.08604068368673325,0.08498632907867432
2,0.07460679955780507,0.08136920630931854
3,0.0641254185140133,0.07979727536439896
4,0.058097030743956564,0.07328464090824127
5,0.05180397570133209,0.06552402675151825
6,0.04595563296228647,0.059166502207517624
7,0.04196971919387579,0.05525243282318115
8,0.038704251758754256,0.05077138915657997
