combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[3, 7, 16, 17, 21, 40]",7.002682749959487,0.5617156862745099,genetico,104,2,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8568870523415978,1.05,0.0,1.0
"[1, 3, 12, 20, 21, 40]",4.690568520823206,0.6031439215686275,genetico,97,3,39,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8433884297520662,0.9500000000000001,0.0,1.0
"[3, 20, 21, 23, 27, 32]",6.503999474509804,0.468887137254902,montecarlo,126,2,29,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8787878787878788,1.1,0.0,1.0
"[5, 12, 15, 16, 21, 28]",5.371600336066549,0.5666812549019609,montecarlo,97,3,23,0,"{0: 1, 1: 3, 2: 2}",1,0.9051423324150597,0.9,0.0,1.0
"[2, 6, 15, 26, 29, 35]",5.993098093231782,0.646078431372549,transformer_fallback,113,3,33,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.9148530762167126,1.05,0.0,1.0
"[14, 18, 21, 25, 32, 36]",5.6541377005347595,0.6531862745098039,transformer_fallback,146,4,22,0,"{1: 2, 2: 2, 3: 2}",0,0.8954545454545455,1.05,0.0,1.0
"[7, 9, 12, 21, 26, 38]",7.482056954572462,0.552078431372549,clustering,113,3,31,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.9033976124885216,1.1,0.0,1.0
"[8, 10, 18, 23, 35, 40]",7.46485926916221,0.5111470588235295,clustering,134,4,32,0,"{0: 2, 1: 1, 2: 1, 3: 2}",1,0.8939393939393939,1.05,0.0,1.0
"[14, 19, 21, 22, 36, 40]",5.113746705018096,0.5205392156862746,lstm,152,4,26,0,"{1: 2, 2: 2, 3: 2}",1,0.8522956841138659,0.9,0.0,1.0
"[3, 5, 20, 22, 23, 40]",6.345533354939771,0.506078431372549,lstm,113,3,37,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,0.8592745638200183,1.1,0.0,1.0
"[2, 8, 18, 20, 21, 40]",5.870938340625505,0.40117647058823536,lstm_v2,109,5,38,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.834504132231405,0.95,0.0,1.0
"[9, 15, 16, 20, 21, 40]",6.959596661805216,0.5425490196078432,lstm_v2,121,3,31,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8436639118457301,1.05,0.0,1.0
"[7, 20, 21, 22, 38, 40]",7.382151690703829,0.44230392156862747,lstm_v2,148,4,33,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.8322543617998164,1.1,0.0,1.0
"[6, 20, 21, 22, 31, 40]",7.132309687786959,0.4325,lstm_v2,140,4,34,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.8384527089072544,1.1,0.0,1.0
"[2, 3, 6, 20, 21, 40]",5.19601019553827,0.3736764705882353,lstm_v2,92,4,38,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.8344811753902663,0.9,0.0,1.0
"[14, 15, 20, 21, 35, 40]",6.969499162750499,0.5719607843137254,lstm_v2,145,3,26,0,"{1: 3, 2: 1, 3: 2}",0,0.8458218549127641,1.05,0.0,1.0
"[2, 13, 20, 21, 38, 40]",6.365499122238427,0.4984803921568628,lstm_v2,134,4,38,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8485766758494031,1.1,0.0,1.0
"[15, 20, 21, 29, 37, 40]",6.501895168260141,0.5327941176470589,lstm_v2,162,2,25,0,"{1: 2, 2: 2, 3: 2}",2,0.8507805325987144,0.9,0.0,1.0
"[18, 19, 20, 21, 32, 40]",7.138112486592433,0.471421568627451,lstm_v2,150,4,22,0,"{1: 3, 2: 1, 3: 2}",1,0.826705365341729,1.05,0.0,1.0
"[1, 11, 19, 20, 21, 40]",6.098650097228973,0.4648529411764706,lstm_v2,112,2,39,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8350550964187328,1.05,0.0,1.0
"[19, 20, 21, 25, 31, 40]",4.980438203656119,0.48544117647058826,lstm_v2,156,2,21,0,"{1: 2, 2: 2, 3: 2}",2,0.83627836809655,0.9,0.0,1.0
"[10, 18, 19, 20, 21, 40]",7.134294223750106,0.4444607843137256,lstm_v2,128,4,30,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8352453102453102,1.05,0.0,1.0
"[14, 19, 20, 21, 25, 40]",7.166527505768148,0.5646078431372549,lstm_v2,139,3,26,0,"{1: 3, 2: 2, 3: 1}",1,0.8276236389872753,1.05,0.0,1.0
