epoch,train_loss,val_loss
1,0.09434814065694809,0.08986222743988037
2,0.0871736155450344,0.08905931562185287
3,0.08044501557946206,0.08934102952480316
4,0.06906783647835255,0.08800729364156723
5,0.05695949614048004,0.07781321555376053
6,0.04732587553560734,0.06823979318141937
7,0.040480375736951825,0.0624869167804718
8,0.03740157630294561,0.06024441868066788
