combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 8, 18, 19, 20, 40]",4.838943089430894,0.5,lstm,107,5,38,0,"{0: 2, 1: 3, 3: 1}",2,0.6390243902439025,0.95,0.0,1.0
"[9, 15, 16, 20, 21, 40]",5.500081300813008,0.5,lstm,121,3,31,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6252032520325204,1.05,0.0,1.0
"[6, 7, 20, 21, 37, 40]",6.083414634146341,0.5,lstm,131,3,34,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.6252032520325204,1.1,0.0,1.0
"[2, 3, 20, 21, 30, 40]",5.086991869918699,0.5,lstm,116,4,38,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.6341463414634148,1.1,0.0,1.0
"[6, 14, 20, 21, 22, 40]",5.496829268292683,0.5,lstm,123,5,34,0,"{0: 1, 1: 2, 2: 2, 3: 1}",0,0.6170731707317073,1.0,0.0,1.0
"[15, 19, 20, 21, 36, 40]",4.963182346109177,0.5,lstm,151,3,25,0,"{1: 3, 2: 1, 3: 2}",1,0.49128919860627174,0.9,0.0,1.0
"[2, 13, 20, 21, 38, 40]",5.086991869918699,0.5,lstm,134,4,38,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.6341463414634146,1.1,0.0,1.0
"[15, 20, 21, 29, 37, 40]",5.180162601626017,0.5,lstm,162,2,25,0,"{1: 2, 2: 2, 3: 2}",2,0.6170731707317073,0.9,0.0,1.0
"[1, 18, 20, 21, 31, 40]",4.667073170731707,0.5,lstm,131,3,39,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.6260162601626016,1.05,0.0,1.0
"[11, 19, 20, 21, 31, 40]",5.950232288037166,0.5,lstm,142,2,29,0,"{1: 3, 2: 1, 3: 2}",3,0.5005807200929153,1.05,0.0,1.0
"[18, 19, 20, 21, 25, 40]",5.611091753774681,0.5,lstm,143,3,22,0,"{1: 3, 2: 2, 3: 1}",1,0.48606271777003485,1.05,0.0,1.0
"[10, 14, 19, 20, 21, 40]",5.614808362369338,0.5,lstm,124,4,30,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4953542392566783,1.05,0.0,1.0
"[7, 19, 20, 21, 25, 40]",5.783565621370499,0.5,lstm,132,2,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5005807200929153,0.85,0.0,1.0
"[6, 19, 20, 21, 28, 40]",5.61527293844367,0.5,lstm,134,4,34,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.49651567944250874,1.05,0.0,1.0
"[7, 19, 20, 21, 26, 40]",5.781475029036004,0.5,lstm,133,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.4953542392566783,1.05,0.0,1.0
"[17, 19, 20, 21, 26, 40]",5.785191637630661,0.5,lstm,143,3,23,0,"{1: 3, 2: 2, 3: 1}",2,0.5046457607433217,1.05,0.0,1.0
"[3, 19, 20, 21, 33, 40]",5.77938443670151,0.5,lstm,136,2,37,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.4901277584204413,1.05,0.0,1.0
"[8, 19, 20, 21, 38, 40]",5.86945412311266,0.5,lstm,146,4,32,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.5069686411149826,1.05,0.0,1.0
"[19, 20, 21, 22, 39, 40]",3.9689895470383276,0.5,lstm,161,3,21,0,"{1: 2, 2: 2, 3: 2}",1,0.5058072009291522,0.8,0.0,1.0
"[13, 19, 20, 21, 27, 40]",5.785656213704994,0.5,lstm,140,2,27,0,"{1: 3, 2: 2, 3: 1}",2,0.5058072009291522,1.05,0.0,1.0
"[3, 5, 19, 20, 21, 40]",6.198141695702671,0.5,lstm,108,2,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.4953542392566783,1.05,0.0,1.0
"[15, 19, 20, 21, 22, 40]",5.609465737514518,0.5,lstm,137,3,25,0,"{1: 3, 2: 2, 3: 1}",1,0.48199767711962826,1.05,0.0,1.0
"[6, 15, 19, 20, 21, 40]",5.607839721254356,0.5,lstm,121,3,34,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4779326364692218,1.05,0.0,1.0
"[7, 19, 20, 21, 28, 40]",5.781475029036004,0.5,lstm,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.4953542392566783,1.05,0.0,1.0
"[18, 19, 20, 21, 33, 40]",4.706910569105692,0.5,lstm,151,3,22,0,"{1: 3, 2: 1, 3: 2}",1,0.47560975609756095,0.9,0.0,1.0
"[11, 19, 20, 21, 27, 40]",5.781010452961672,0.5,lstm,138,2,29,0,"{1: 3, 2: 2, 3: 1}",2,0.494192799070848,1.05,0.0,1.0
"[19, 20, 21, 26, 27, 40]",3.7164343786295007,0.5,lstm,153,3,21,0,"{1: 2, 2: 3, 3: 1}",1,0.4994192799070848,0.9,0.0,1.0
"[14, 18, 19, 20, 21, 40]",5.005284552845529,0.5,lstm,132,4,26,0,"{1: 4, 2: 1, 3: 1}",1,0.4715447154471545,1.05,0.0,1.0
"[5, 11, 19, 20, 21, 40]",5.947677119628339,0.5,lstm,116,2,35,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.4941927990708479,1.05,0.0,1.0
