epoch,train_loss,val_loss
1,0.08316981688141822,0.09081188589334488
2,0.0748667524755001,0.09259152412414551
3,0.06600655794143677,0.0909942090511322
4,0.05889442652463913,0.08566097170114517
5,0.053975633457303045,0.08201441168785095
6,0.05124537996947765,0.07951542735099792
7,0.04922404125332833,0.07702947407960892
8,0.04680770792067051,0.07263905555009842
