combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 8, 18, 20, 21, 40]",4.664285714285715,0.5,lstm,109,5,38,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.6190476190476191,0.95,0.0,1.0
"[9, 15, 16, 20, 21, 40]",5.495481049562683,0.5,lstm,121,3,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6137026239067056,1.05,0.0,1.0
"[7, 20, 21, 22, 38, 40]",5.015646258503402,0.5,lstm,148,4,33,3,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.6224489795918369,1.1,0.0,1.0
"[6, 20, 21, 22, 31, 40]",5.664285714285715,0.5,lstm,140,4,34,2,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.6190476190476191,1.1,0.0,1.0
"[2, 3, 6, 20, 21, 40]",4.180952380952382,0.5,lstm,92,4,38,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.6190476190476191,0.9,0.0,1.0
"[14, 15, 20, 21, 35, 40]",5.493148688046647,0.5,lstm,145,3,26,1,"{1: 3, 2: 1, 3: 2}",0,0.6078717201166182,1.05,0.0,1.0
"[2, 13, 20, 21, 38, 40]",5.0850340136054415,0.5,lstm,134,4,38,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.6292517006802721,1.1,0.0,1.0
"[15, 20, 21, 29, 37, 40]",4.280952380952382,0.5,lstm,162,2,25,3,"{1: 2, 2: 2, 3: 2}",2,0.6190476190476191,0.9,0.0,1.0
"[18, 19, 20, 21, 32, 40]",5.613362487852284,0.5,lstm,150,4,22,1,"{1: 3, 2: 1, 3: 2}",1,0.4917395529640427,1.05,0.0,1.0
"[1, 11, 19, 20, 21, 40]",4.784888241010689,0.5,lstm,112,2,39,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.5038872691933916,1.05,0.0,1.0
"[19, 20, 21, 25, 31, 40]",3.885276967930029,0.5,lstm,156,2,21,1,"{1: 2, 2: 2, 3: 2}",2,0.5048590864917396,0.9,0.0,1.0
"[10, 18, 19, 20, 21, 40]",5.6098639455782315,0.5,lstm,128,4,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.48299319727891155,1.05,0.0,1.0
"[14, 19, 20, 21, 25, 40]",5.61511175898931,0.5,lstm,139,3,26,1,"{1: 3, 2: 2, 3: 1}",1,0.49611273080660834,1.05,0.0,1.0
"[6, 7, 19, 20, 21, 40]",5.779057337220602,0.5,lstm,113,3,34,2,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.48931000971817307,1.05,0.0,1.0
"[7, 19, 20, 21, 28, 40]",5.783527696793002,0.5,lstm,135,3,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.500485908649174,1.05,0.0,1.0
"[17, 19, 20, 21, 26, 40]",5.78488824101069,0.5,lstm,143,3,23,1,"{1: 3, 2: 2, 3: 1}",2,0.5038872691933918,1.05,0.0,1.0
"[3, 19, 20, 21, 33, 40]",5.78002915451895,0.5,lstm,136,2,37,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.4917395529640427,1.05,0.0,1.0
"[8, 19, 20, 21, 38, 40]",5.864139941690962,0.5,lstm,146,4,32,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.4936831875607386,1.05,0.0,1.0
"[6, 19, 20, 21, 28, 40]",5.612001943634597,0.5,lstm,134,4,34,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.4883381924198251,1.05,0.0,1.0
"[19, 20, 21, 22, 39, 40]",3.9655004859086493,0.5,lstm,161,3,21,2,"{1: 2, 2: 2, 3: 2}",1,0.4970845481049563,0.8,0.0,1.0
"[13, 19, 20, 21, 27, 40]",5.783527696793002,0.5,lstm,140,2,27,1,"{1: 3, 2: 2, 3: 1}",2,0.500485908649174,1.05,0.0,1.0
"[3, 5, 19, 20, 21, 40]",6.198445092322643,0.5,lstm,108,2,37,1,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.49611273080660834,1.05,0.0,1.0
"[15, 19, 20, 21, 22, 40]",5.607920310981536,0.5,lstm,137,3,25,2,"{1: 3, 2: 2, 3: 1}",1,0.47813411078717205,1.05,0.0,1.0
"[6, 15, 19, 20, 21, 40]",5.604421768707483,0.5,lstm,121,3,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4693877551020408,1.05,0.0,1.0
"[18, 19, 20, 21, 33, 40]",4.708114674441206,0.5,lstm,151,3,22,1,"{1: 3, 2: 1, 3: 2}",1,0.478620019436346,0.9,0.0,1.0
"[11, 19, 20, 21, 27, 40]",5.779640427599611,0.5,lstm,138,2,29,1,"{1: 3, 2: 2, 3: 1}",2,0.49076773566569487,1.05,0.0,1.0
"[19, 20, 21, 26, 27, 40]",3.716472303206997,0.5,lstm,153,3,21,1,"{1: 2, 2: 3, 3: 1}",1,0.49951409135082603,0.9,0.0,1.0
"[14, 18, 19, 20, 21, 40]",5.006754130223519,0.5,lstm,132,4,26,1,"{1: 4, 2: 1, 3: 1}",1,0.4752186588921282,1.05,0.0,1.0
"[5, 11, 19, 20, 21, 40]",5.948056365403304,0.5,lstm,116,2,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.4951409135082605,1.05,0.0,1.0
"[16, 19, 20, 21, 38, 40]",4.964139941690963,0.5,lstm,154,4,24,1,"{1: 3, 2: 1, 3: 2}",1,0.4936831875607386,0.9,0.0,1.0
"[11, 19, 20, 21, 33, 40]",5.779640427599611,0.5,lstm,144,2,29,1,"{1: 3, 2: 1, 3: 2}",2,0.49076773566569487,1.05,0.0,1.0
"[18, 19, 20, 21, 28, 40]",5.6098639455782315,0.5,lstm,146,4,22,1,"{1: 3, 2: 2, 3: 1}",1,0.48299319727891155,1.05,0.0,1.0
"[15, 19, 20, 21, 39, 40]",4.958892128279884,0.5,lstm,154,2,25,1,"{1: 3, 2: 1, 3: 2}",1,0.4805636540330418,0.9,0.0,1.0
"[4, 19, 20, 21, 24, 40]",5.618221574344023,0.5,lstm,128,4,36,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.5038872691933916,1.05,0.0,1.0
"[3, 15, 19, 20, 21, 40]",5.774198250728863,0.5,lstm,118,2,37,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.4771622934888241,1.05,0.0,1.0
"[19, 20, 21, 24, 29, 40]",3.881778425655977,0.5,lstm,153,3,21,2,"{1: 2, 2: 3, 3: 1}",2,0.49611273080660834,0.9,0.0,1.0
"[5, 18, 19, 20, 21, 40]",5.776530612244898,0.5,lstm,123,3,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.48299319727891155,1.05,0.0,1.0
"[14, 19, 20, 21, 24, 40]",5.613362487852284,0.5,lstm,138,4,26,1,"{1: 3, 2: 2, 3: 1}",1,0.4917395529640428,1.05,0.0,1.0
"[14, 19, 20, 21, 35, 40]",5.613362487852284,0.5,lstm,149,3,26,1,"{1: 3, 2: 1, 3: 2}",1,0.4917395529640427,1.05,0.0,1.0
"[19, 20, 21, 29, 33, 40]",3.8800291545189505,0.5,lstm,162,2,21,2,"{1: 2, 2: 2, 3: 2}",2,0.4917395529640428,0.9,0.0,1.0
"[10, 17, 19, 20, 21, 40]",5.783138969873663,0.5,lstm,127,3,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.49951409135082603,1.05,0.0,1.0
"[9, 16, 19, 20, 21, 40]",5.616861030126336,0.5,lstm,125,3,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.500485908649174,1.05,0.0,1.0
"[17, 19, 20, 21, 31, 40]",5.950194363459669,0.5,lstm,148,2,23,1,"{1: 3, 2: 1, 3: 2}",3,0.500485908649174,1.05,0.0,1.0
"[19, 20, 21, 27, 29, 40]",3.8800291545189505,0.5,lstm,156,2,21,2,"{1: 2, 2: 3, 3: 1}",2,0.4917395529640428,0.9,0.0,1.0
"[9, 15, 19, 20, 21, 40]",5.608892128279884,0.5,lstm,124,2,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4805636540330418,1.05,0.0,1.0
"[19, 20, 21, 35, 36, 40]",3.9703595724003886,0.5,lstm,171,3,21,1,"{1: 2, 2: 1, 3: 3}",1,0.5092322643343052,0.9,0.0,1.0
"[4, 6, 19, 20, 21, 40]",5.613751214771623,0.5,lstm,110,4,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.49271137026239076,1.05,0.0,1.0
"[8, 10, 19, 20, 21, 40]",5.616861030126336,0.5,lstm,118,4,32,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.500485908649174,1.05,0.0,1.0
