combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 8, 20, 21, 22, 40]",2.7639144205198245,0.5,lstm,113,5,38,1,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.5970017636684304,1.0,0.0,0.593692147229648
"[15, 16, 18, 21, 22, 40]",3.284290299409049,0.5,lstm,132,4,25,1,"{1: 3, 2: 2, 3: 1}",0,0.7049382716049384,1.05,0.0,0.593692147229648
"[7, 9, 21, 22, 37, 40]",3.6344220756209045,0.5,lstm,136,2,33,2,"{0: 2, 2: 2, 3: 2}",2,0.7209876543209877,1.1,0.0,0.593692147229648
"[6, 20, 21, 22, 31, 40]",3.356559491652066,0.5,lstm,140,4,34,1,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.5925925925925926,1.1,0.0,0.593692147229648
"[2, 3, 20, 21, 22, 40]",3.0098202419958078,0.5,lstm,108,4,38,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.5908289241622575,1.1,0.0,0.593692147229648
"[6, 14, 15, 20, 21, 40]",3.259830601773627,0.5,lstm,116,4,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6019400352733686,1.05,0.0,0.593692147229648
"[2, 20, 21, 35, 38, 40]",2.3866424318631854,0.5,lstm,156,4,38,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.6333333333333333,0.9500000000000001,0.0,0.593692147229648
"[13, 20, 21, 29, 37, 40]",3.1799910493463597,0.5,lstm,160,2,27,2,"{1: 2, 2: 2, 3: 2}",3,0.6407407407407407,0.9500000000000001,0.0,0.593692147229648
"[15, 19, 20, 21, 32, 40]",3.3378377710304323,0.5,lstm,147,3,25,1,"{1: 3, 2: 1, 3: 2}",1,0.5137566137566139,1.05,0.0,0.593692147229648
"[1, 18, 19, 20, 21, 40]",2.745611530337154,0.5,lstm,119,3,39,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.5199294532627867,1.05,0.0,0.593692147229648
"[11, 19, 20, 21, 31, 40]",3.5387926156447427,0.5,lstm,142,2,29,1,"{1: 3, 2: 1, 3: 2}",3,0.52663139329806,1.05,0.0,0.593692147229648
"[18, 19, 20, 21, 25, 40]",3.3374189405914696,0.5,lstm,143,3,22,2,"{1: 3, 2: 2, 3: 1}",1,0.5119929453262787,1.05,0.0,0.593692147229648
"[10, 14, 19, 20, 21, 40]",3.3427799702101924,0.5,lstm,124,4,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.5345679012345679,1.05,0.0,0.593692147229648
"[7, 19, 20, 21, 25, 40]",3.4363676317964105,0.5,lstm,132,2,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5119929453262787,0.85,0.0,0.593692147229648
"[6, 19, 20, 21, 28, 40]",3.3375445897231586,0.5,lstm,134,4,34,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.5125220458553792,1.05,0.0,0.593692147229648
"[7, 19, 20, 21, 26, 40]",3.4363676317964105,0.5,lstm,133,3,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5119929453262787,1.05,0.0,0.593692147229648
"[17, 19, 20, 21, 26, 40]",3.441309830976171,0.5,lstm,143,3,23,2,"{1: 3, 2: 2, 3: 1}",2,0.5328042328042328,1.05,0.0,0.593692147229648
"[3, 19, 20, 21, 33, 40]",3.437959187464469,0.5,lstm,136,2,37,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.5186948853615521,1.05,0.0,0.593692147229648
"[8, 19, 20, 21, 38, 40]",3.4897371004812348,0.5,lstm,146,4,32,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.528395061728395,1.05,0.0,0.593692147229648
"[19, 20, 21, 22, 39, 40]",2.3560259267750108,0.5,lstm,161,3,21,1,"{1: 2, 2: 2, 3: 2}",1,0.5044091710758378,0.8,0.0,0.593692147229648
"[13, 19, 20, 21, 27, 40]",3.4398439244398014,0.5,lstm,140,2,27,2,"{1: 3, 2: 2, 3: 1}",2,0.52663139329806,1.05,0.0,0.593692147229648
"[3, 5, 19, 20, 21, 40]",3.6872156524521547,0.5,lstm,108,2,37,1,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.52663139329806,1.05,0.0,0.593692147229648
"[15, 19, 20, 21, 22, 40]",3.3289166826805268,0.5,lstm,137,3,25,1,"{1: 3, 2: 2, 3: 1}",1,0.47619047619047616,1.05,0.0,0.593692147229648
"[6, 15, 19, 20, 21, 40]",3.3326023905433986,0.5,lstm,121,3,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.49171075837742506,1.05,0.0,0.593692147229648
"[7, 19, 20, 21, 28, 40]",3.4363676317964105,0.5,lstm,135,3,33,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.5119929453262787,1.05,0.0,0.593692147229648
"[18, 19, 20, 21, 33, 40]",2.8030960080847867,0.5,lstm,151,3,22,1,"{1: 3, 2: 1, 3: 2}",1,0.5119929453262787,0.9,0.0,0.593692147229648
"[11, 19, 20, 21, 27, 40]",3.4394250940008386,0.5,lstm,138,2,29,2,"{1: 3, 2: 2, 3: 1}",2,0.5248677248677249,1.05,0.0,0.593692147229648
