epoch,train_loss,val_loss
1,0.08035293906927109,0.0838039293885231
2,0.07053707160055638,0.07882731407880783
3,0.058071634098887444,0.06785864382982254
4,0.047196723222732544,0.059399720281362534
5,0.042714097388088706,0.05726701766252518
6,0.04090286277234554,0.05552607774734497
7,0.03921251904219389,0.05361268296837807
8,0.03713558476418257,0.05060461536049843
