combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[12, 13, 21, 22, 28, 29]",3.3297891963109354,0.5,combined,125,3,17,0,"{1: 2, 2: 4}",2,0.8661396574440052,0.9249999999999999,0.0,1.0
"[4, 5, 7, 32, 33, 37]",5.347193675889328,0.5,combined,118,2,33,0,"{0: 3, 3: 3}",3,0.8679841897233201,1.0,0.0,1.0
"[9, 20, 32, 37, 38, 39]",4.514176548089592,0.5,combined,175,3,30,0,"{0: 1, 1: 1, 3: 4}",1,0.8687747035573122,0.9,0.0,1.0
"[4, 17, 21, 22, 28, 38]",5.761119894598155,0.5,combined,130,4,34,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.861133069828722,1.05,0.0,1.0
"[2, 4, 15, 20, 35, 37]",6.184321475625823,0.5,combined,113,3,35,0,"{0: 2, 1: 2, 3: 2}",2,0.8774703557312253,1.05,0.0,1.0
"[9, 10, 16, 23, 34, 37]",5.923465085638998,0.5,combined,129,3,28,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8503293807641634,1.05,0.0,1.0
"[5, 9, 10, 29, 35, 39]",5.936218708827404,0.5,combined,127,1,34,0,"{0: 3, 2: 1, 3: 2}",2,0.8822134387351779,1.0,0.0,1.0
"[6, 12, 23, 29, 30, 39]",5.93068511198946,0.5,combined,139,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8683794466403162,1.1,0.0,1.0
"[7, 17, 20, 22, 28, 34]",5.931897233201581,0.5,combined,128,4,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8714097496706192,1.05,0.0,1.0
"[11, 21, 26, 30, 32, 34]",4.865652173913045,0.5,combined,154,4,23,0,"{1: 1, 2: 3, 3: 2}",1,0.8724637681159421,0.9500000000000001,0.0,1.0
"[14, 17, 19, 22, 33, 34]",4.931686429512516,0.5,combined,139,3,20,0,"{1: 3, 2: 1, 3: 2}",2,0.8708827404479578,1.05,0.0,1.0
"[4, 6, 10, 16, 37, 40]",6.009855072463768,0.5,combined,113,5,36,0,"{0: 3, 1: 1, 3: 2}",1,0.8579710144927537,0.95,0.0,1.0
"[7, 11, 13, 29, 30, 37]",5.595507246376812,0.5,combined,127,1,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",5,0.863768115942029,1.0,0.0,1.0
"[13, 14, 15, 19, 28, 38]",5.338642951251647,0.5,combined,127,3,25,0,"{1: 4, 2: 1, 3: 1}",2,0.888274044795784,1.05,0.0,1.0
"[1, 2, 8, 20, 21, 30]",5.119552042160739,0.5,combined,82,4,29,0,"{0: 3, 1: 1, 2: 2}",1,0.8822134387351779,0.9,0.0,1.0
"[1, 4, 8, 16, 37, 38]",6.262806324110672,0.5,combined,104,4,37,0,"{0: 3, 1: 1, 3: 2}",1,0.8653491436100131,1.05,0.0,1.0
"[8, 16, 21, 23, 24, 29]",4.328629776021081,0.5,combined,121,3,21,0,"{0: 1, 1: 1, 2: 4}",2,0.8632411067193676,1.05,0.0,1.0
"[7, 8, 10, 24, 33, 35]",5.771449275362319,0.5,combined,117,3,28,0,"{0: 3, 2: 1, 3: 2}",1,0.8869565217391304,1.1,0.0,1.0
"[6, 9, 26, 32, 33, 34]",5.596034255599473,0.5,combined,140,4,28,0,"{0: 2, 2: 1, 3: 3}",0,0.8650856389986825,1.1,0.0,1.0
"[6, 11, 14, 23, 29, 30]",6.091554677206851,0.5,combined,113,3,24,0,"{0: 1, 1: 2, 2: 3}",3,0.8538866930171278,1.1,0.0,1.0
"[2, 14, 16, 22, 23, 40]",4.932740447957839,0.5,combined,117,5,38,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8735177865612649,0.95,0.0,1.0
"[6, 14, 19, 21, 28, 35]",5.762173913043479,0.5,combined,123,3,29,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.863768115942029,1.05,0.0,1.0
"[3, 9, 25, 26, 33, 40]",5.779249011857708,0.5,combined,136,2,37,0,"{0: 2, 2: 2, 3: 2}",1,0.9064558629776021,1.1,0.0,1.0
