combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 9, 18, 20, 21, 40]",3.451990200699923,0.5,default,111,3,37,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 19, 20, 22, 29, 40]",3.0563466246884703,0.5,default,132,4,38,1,"{0: 1, 1: 2, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[11, 19, 20, 21, 29, 40]",3.649811988705649,0.5,default,140,2,29,1,"{1: 3, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 5, 8, 19, 24, 40]",2.590674135722991,0.5,default,97,3,39,2,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 13, 17, 20, 35, 40]",3.6688028803541988,0.5,default,128,2,37,2,"{0: 1, 1: 3, 3: 2}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 5, 9, 10, 33, 40]",2.7687137449281445,0.5,default,100,2,37,2,"{0: 4, 3: 2}",2,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
"[14, 19, 20, 29, 32, 40]",3.0547640503844247,0.5,default,154,4,26,1,"{1: 3, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.064,0.5934653640171786
"[16, 20, 26, 29, 37, 40]",3.1841394997401693,0.5,default,168,4,24,1,"{1: 2, 2: 2, 3: 2}",2,1.0,0.73,0.0,0.032,0.5934653640171786
"[2, 20, 21, 29, 38, 40]",3.1247929633384515,0.5,default,150,4,38,1,"{0: 1, 1: 1, 2: 2, 3: 2}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[9, 10, 11, 25, 33, 40]",3.4709810923484725,0.5,default,128,2,31,2,"{0: 2, 1: 1, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[16, 21, 24, 27, 35, 40]",2.8569422623786984,0.5,default,163,3,24,2,"{1: 1, 2: 3, 3: 2}",0,1.0,0.73,0.0,0.064,0.5934653640171786
"[4, 9, 20, 36, 37, 40]",3.638338325001317,0.5,default,146,4,36,1,"{0: 2, 1: 1, 3: 3}",1,1.0,0.83,0.0,0.064,0.5934653640171786
"[8, 15, 18, 33, 37, 40]",3.1042194973858566,0.5,default,151,3,32,1,"{0: 1, 1: 2, 3: 3}",1,1.0,0.83,0.0,0.064,0.5934653640171786
"[5, 6, 17, 27, 38, 40]",3.7372492190041795,0.5,default,133,3,35,2,"{0: 2, 1: 1, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.064,0.5934653640171786
"[5, 6, 9, 25, 38, 40]",3.638338325001317,0.5,default,123,3,35,1,"{0: 3, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.064,0.5934653640171786
"[2, 3, 27, 31, 39, 40]",3.391061089994159,0.5,default,142,2,38,2,"{0: 2, 2: 1, 3: 3}",3,1.0,0.75,0.0,0.064,0.5934653640171786
"[5, 15, 23, 36, 37, 40]",3.3020412853915824,0.5,default,156,2,35,1,"{0: 1, 1: 1, 2: 1, 3: 3}",3,1.0,0.83,0.0,0.064,0.5934653640171786
"[2, 4, 17, 37, 38, 40]",3.391061089994159,0.5,default,138,4,38,1,"{0: 2, 1: 1, 3: 3}",3,1.0,0.83,0.0,0.064,0.5934653640171786
"[1, 3, 16, 18, 22, 32]",3.085228605737307,0.5,default,92,4,31,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.87,0.0,0.032,0.5934653640171786
