combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[5, 12, 23, 31, 36, 38]",6.363393939393939,0.5,combined,145,3,33,0,"{0: 1, 1: 1, 2: 1, 3: 3}",3,0.9084848484848485,1.1,0.0,1.0
"[12, 13, 21, 25, 27, 28]",3.1848484848484846,0.5,combined,126,2,16,0,"{1: 2, 2: 4}",1,0.9204545454545454,0.9249999999999999,0.0,1.0
"[14, 20, 21, 27, 37, 38]",5.116969696969698,0.5,combined,157,3,24,0,"{1: 2, 2: 2, 3: 2}",1,0.8757575757575757,0.9500000000000001,0.0,1.0
"[4, 7, 16, 31, 33, 37]",6.097818181818182,0.5,combined,128,2,33,0,"{0: 2, 1: 1, 3: 3}",3,0.8695454545454545,1.05,0.0,1.0
"[5, 11, 21, 22, 26, 38]",5.940363636363636,0.5,combined,123,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8925757575757576,1.1,0.0,1.0
"[9, 15, 30, 37, 38, 39]",5.12309090909091,0.5,combined,168,2,30,0,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.8910606060606061,0.9,0.0,1.0
"[3, 4, 17, 19, 22, 28]",5.464545454545455,0.5,combined,93,3,25,0,"{0: 2, 1: 2, 2: 2}",3,0.9113636363636364,0.9,0.0,1.0
"[2, 7, 15, 26, 35, 37]",6.106,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.89,1.05,0.0,1.0
"[6, 7, 11, 21, 22, 40]",5.930727272727273,0.5,combined,107,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8684848484848485,1.1,0.0,1.0
"[4, 21, 24, 30, 38, 40]",4.959636363636364,0.5,combined,157,5,36,0,"{0: 1, 2: 3, 3: 2}",0,0.899090909090909,0.85,0.0,1.0
"[5, 7, 9, 34, 35, 39]",4.940727272727273,0.5,combined,129,1,34,0,"{0: 3, 3: 3}",2,0.8934848484848484,0.9,0.0,1.0
"[6, 15, 16, 29, 30, 39]",5.775333333333334,0.5,combined,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8966666666666667,1.05,0.0,1.0
"[7, 12, 17, 20, 22, 34]",5.930363636363636,0.5,combined,112,4,27,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8675757575757576,1.05,0.0,1.0
"[3, 11, 20, 26, 32, 34]",5.942545454545455,0.5,combined,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8980303030303031,1.1,0.0,1.0
"[14, 19, 22, 26, 33, 34]",4.769878787878788,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.883030303030303,1.05,0.0,1.0
"[6, 16, 19, 34, 37, 40]",5.277454545454546,0.5,combined,152,4,34,0,"{0: 1, 1: 2, 3: 3}",2,0.8603030303030303,0.9,0.0,1.0
"[1, 11, 16, 30, 36, 37]",6.1832121212121205,0.5,combined,131,3,36,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8746969696969698,1.05,0.0,1.0
"[7, 11, 18, 29, 30, 37]",5.598606060606061,0.5,combined,132,2,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,0.8715151515151516,1.05,0.0,1.0
"[9, 14, 15, 16, 28, 38]",5.605575757575758,0.5,combined,120,4,29,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8889393939393939,1.05,0.0,1.0
"[1, 2, 20, 21, 22, 30]",5.124121212121213,0.5,combined,96,4,29,0,"{0: 2, 1: 1, 2: 3}",1,0.8936363636363637,0.9500000000000001,0.0,1.0
"[8, 11, 16, 37, 38, 40]",6.177030303030302,0.5,combined,150,4,32,0,"{0: 1, 1: 2, 3: 3}",2,0.8592424242424243,1.05,0.0,1.0
"[7, 8, 19, 33, 34, 35]",5.931333333333333,0.5,combined,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.87,1.05,0.0,1.0
"[1, 7, 14, 17, 20, 23]",5.199878787878788,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8746969696969698,0.9,0.0,1.0
"[12, 16, 29, 32, 34, 37]",5.032545454545454,0.5,combined,160,4,25,0,"{1: 2, 2: 1, 3: 3}",2,0.873030303030303,0.9,0.0,1.0
"[4, 6, 14, 16, 23, 40]",5.7681818181818185,0.5,combined,103,5,36,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8787878787878788,0.95,0.0,1.0
"[1, 6, 18, 21, 28, 35]",5.615818181818182,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.9145454545454546,1.05,0.0,1.0
"[6, 16, 19, 22, 25, 31]",5.941272727272727,0.5,combined,119,3,25,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8948484848484849,1.05,0.0,1.0
"[7, 8, 12, 23, 24, 31]",6.103272727272727,0.5,combined,105,3,24,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,0.8831818181818182,1.1,0.0,1.0
