combination,score,svi_score,source,timestamp
"[2, 9, 10, 17, 25, 31]",1.3568027999999999,0.5,montecarlo,2025-08-01T18:15:20.053610
"[7, 13, 16, 27, 31, 36]",1.2767608799999999,0.5,transformer_deep,2025-08-01T18:15:20.053614
"[10, 13, 22, 23, 31, 32]",1.0845779519999998,0.5,clustering,2025-08-01T18:15:20.053616
"[3, 12, 20, 27, 30, 38]",0.7836459360000001,0.5,clustering,2025-08-01T18:15:20.053620
"[5, 11, 24, 28, 35, 39]",0.7832024160000001,0.5,apriori,2025-08-01T18:15:20.053622
"[6, 13, 18, 24, 30, 35]",0.713423952,0.5,lstm_v2,2025-08-01T18:15:20.053623
"[6, 12, 18, 24, 29, 35]",0.7086552720000001,0.5,lstm_v2,2025-08-01T18:15:20.053625
"[1, 11, 14, 23, 24, 25]",0.6945732880000001,0.5,apriori,2025-08-01T18:15:20.053626
"[5, 9, 17, 25, 29, 33]",0.680407192,0.5,apriori,2025-08-01T18:15:20.053628
"[6, 12, 18, 24, 30, 36]",0.658279184,0.5,lstm_v2,2025-08-01T18:15:20.053629
"[3, 4, 9, 14, 18, 37]",0.6327805919999999,0.5,montecarlo,2025-08-01T18:15:20.053631
"[5, 10, 14, 21, 26, 32]",0.466481088,0.5,apriori,2025-08-01T18:15:20.053632
"[5, 9, 15, 24, 26, 31]",0.45220965600000007,0.5,apriori,2025-08-01T18:15:20.053634
"[3, 8, 15, 20, 23, 35]",0.45204031199999994,0.5,genetico,2025-08-01T18:15:20.053635
"[8, 12, 17, 22, 29, 33]",0.451866852,0.5,clustering,2025-08-01T18:15:20.053636
"[2, 8, 24, 32, 34, 40]",0.43249983999999997,0.5,apriori,2025-08-01T18:15:20.053638
"[8, 12, 13, 15, 31, 36]",0.43205772,0.5,montecarlo,2025-08-01T18:15:20.053639
"[11, 14, 16, 27, 31, 32]",0.430870548,0.5,transformer_deep,2025-08-01T18:15:20.053640
"[3, 9, 16, 20, 22, 27]",0.407955768,0.5,genetico,2025-08-01T18:15:20.053641
"[1, 6, 11, 15, 22, 28]",0.40788369599999996,0.5,apriori,2025-08-01T18:15:20.053643
"[4, 7, 16, 22, 26, 40]",0.40464605600000003,0.5,transformer_deep,2025-08-01T18:15:20.053644
"[1, 9, 15, 16, 25, 29]",0.379298496,0.5,genetico,2025-08-01T18:15:20.053645
"[7, 11, 15, 21, 28, 34]",0.15,0.5,clustering,2025-08-01T18:15:20.053647
"[3, 5, 6, 15, 16, 28]",0.15,0.5,apriori,2025-08-01T18:15:20.053648
"[8, 17, 18, 21, 22, 32]",0.15,0.5,clustering,2025-08-01T18:15:20.053650
"[3, 9, 19, 22, 35, 40]",0.15,0.5,ghost_rng,2025-08-01T18:15:20.053651
"[19, 21, 26, 35, 37, 40]",0.15,0.5,ghost_rng,2025-08-01T18:15:20.053653
"[6, 11, 12, 30, 34, 37]",0.15,0.5,transformer,2025-08-01T18:15:20.053654
"[11, 17, 19, 24, 32, 39]",0.15,0.5,transformer,2025-08-01T18:15:20.053655
"[12, 23, 25, 28, 30, 32]",0.15,0.5,montecarlo,2025-08-01T18:15:20.053656
