combination,score,svi_score,source,timestamp
"[2, 4, 16, 26, 29, 39]",0.85,0.5,balanced_predictor,2025-08-16T17:38:59.009809
"[9, 11, 15, 18, 29, 40]",0.85,0.5,balanced_range,2025-08-16T17:38:59.009813
"[8, 11, 27, 28, 30, 36]",0.6866666666666666,0.5,balanced_range,2025-08-16T17:38:59.009814
"[6, 7, 21, 31, 32, 40]",0.5,0.5,fallback,2025-08-16T17:38:59.009816
