combination,score,svi_score,source,timestamp
"[3, 7, 15, 24, 30, 39]",1.300589888,0.5,montecarlo,2025-08-02T21:29:51.513725
"[5, 6, 12, 24, 32, 36]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513730
"[4, 18, 19, 24, 35, 36]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513732
"[4, 5, 8, 17, 26, 29]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513734
"[2, 8, 18, 24, 26, 31]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513738
"[13, 28, 31, 36, 38, 40]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513743
"[10, 19, 24, 27, 30, 37]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513749
"[2, 6, 18, 29, 32, 36]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513751
"[6, 9, 10, 31, 32, 38]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513753
"[10, 11, 20, 25, 37, 38]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513754
"[6, 9, 11, 24, 27, 32]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513756
"[1, 10, 14, 16, 25, 28]",0.725294944,0.5,montecarlo,2025-08-02T21:29:51.513757
"[4, 10, 12, 17, 25, 37]",0.437647472,0.5,montecarlo,2025-08-02T21:29:51.513759
"[6, 7, 8, 12, 15, 38]",0.437647472,0.5,montecarlo,2025-08-02T21:29:51.513760
"[3, 18, 21, 26, 29, 33]",0.3035739330036637,0.5,apriori,2025-08-02T21:29:51.513762
"[3, 15, 18, 21, 25, 36]",0.30229536647626554,0.5,apriori,2025-08-02T21:29:51.513764
"[5, 13, 18, 24, 37, 40]",0.3018695639898883,0.5,apriori,2025-08-02T21:29:51.513765
"[5, 11, 24, 28, 35, 39]",0.297565069785803,0.5,apriori,2025-08-02T21:29:51.513770
"[2, 6, 7, 10, 15, 25]",0.29354405466077677,0.5,apriori,2025-08-02T21:29:51.513771
"[1, 11, 14, 23, 24, 25]",0.2914063889831679,0.5,apriori,2025-08-02T21:29:51.513773
"[1, 6, 8, 25, 34, 35]",0.2830482701884944,0.5,apriori,2025-08-02T21:29:51.513774
"[5, 10, 14, 21, 26, 32]",0.15,0.5,apriori,2025-08-02T21:29:51.513776
"[14, 16, 17, 33, 35, 36]",0.15,0.5,apriori,2025-08-02T21:29:51.513777
"[5, 9, 15, 24, 26, 31]",0.15,0.5,apriori,2025-08-02T21:29:51.513778
"[8, 10, 11, 19, 28, 39]",0.15,0.5,apriori,2025-08-02T21:29:51.513780
"[1, 8, 32, 35, 36, 39]",0.15,0.5,apriori,2025-08-02T21:29:51.513781
"[6, 7, 16, 20, 33, 39]",0.15,0.5,apriori,2025-08-02T21:29:51.513782
"[2, 8, 24, 32, 34, 40]",0.15,0.5,apriori,2025-08-02T21:29:51.513784
"[13, 14, 28, 34, 35, 39]",0.15,0.5,transformer_deep,2025-08-02T21:29:51.513785
"[2, 5, 8, 15, 16, 22]",0.15,0.5,transformer_deep,2025-08-02T21:29:51.513787
