combination,score,svi_score,source,timestamp
"[7, 13, 14, 25, 33, 34]",1.6208799999999999,63.97,clustering,2025-08-02T12:18:06.856507
"[6, 8, 10, 20, 29, 33]",1.2006792,63.2,clustering,2025-08-02T12:18:06.856521
"[9, 12, 13, 28, 29, 35]",1.1492736,60.5,transformer_deep,2025-08-02T12:18:06.856523
"[5, 11, 24, 28, 35, 39]",0.8223344,65.0,apriori,2025-08-02T12:18:06.856525
"[1, 11, 14, 23, 24, 25]",0.8188992,65.0,apriori,2025-08-02T12:18:06.856527
"[10, 11, 20, 25, 37, 38]",0.7679072000000001,60.68,montecarlo,2025-08-02T12:18:06.856530
"[6, 12, 18, 24, 29, 35]",0.7662943999999999,60.5,lstm_v2,2025-08-02T12:18:06.856532
"[4, 14, 26, 27, 31, 32]",0.7658832,60.5,transformer_deep,2025-08-02T12:18:06.856534
"[7, 13, 27, 28, 31, 37]",0.7655583999999999,60.5,transformer_deep,2025-08-02T12:18:06.856535
"[5, 9, 15, 24, 26, 31]",0.411168,65.0,apriori,2025-08-02T12:18:06.856537
"[1, 5, 17, 29, 32, 33]",0.4110728,65.0,clustering,2025-08-02T12:18:06.856538
"[5, 10, 14, 21, 26, 32]",0.4110128,65.0,apriori,2025-08-02T12:18:06.856540
"[5, 9, 11, 20, 32, 34]",0.41093840000000004,65.0,genetico,2025-08-02T12:18:06.856541
"[2, 3, 13, 22, 30, 37]",0.4108304,65.0,genetico,2025-08-02T12:18:06.856542
"[1, 6, 11, 15, 22, 28]",0.4092776,64.86,apriori,2025-08-02T12:18:06.856544
"[2, 8, 24, 32, 34, 40]",0.4035696,64.07,apriori,2025-08-02T12:18:06.856551
"[3, 8, 18, 19, 22, 36]",0.4000848,63.15,clustering,2025-08-02T12:18:06.856552
"[5, 6, 15, 24, 31, 33]",0.3847432,60.84,montecarlo,2025-08-02T12:18:06.856554
"[6, 9, 11, 24, 27, 32]",0.383608,60.68,montecarlo,2025-08-02T12:18:06.856555
"[5, 12, 18, 24, 29, 36]",0.3833096,60.5,lstm_v2,2025-08-02T12:18:06.856557
"[6, 10, 16, 20, 24, 40]",0.38283839999999997,60.68,montecarlo,2025-08-02T12:18:06.856558
"[1, 5, 9, 25, 37, 38]",0.0,63.64,apriori,2025-08-02T12:18:06.856560
"[6, 7, 26, 31, 38, 39]",0.0,63.52,apriori,2025-08-02T12:18:06.856565
"[10, 17, 18, 19, 20, 22]",0.0,62.42,clustering,2025-08-02T12:18:06.856571
"[4, 11, 18, 22, 30, 31]",0.0,62.52,ghost_rng,2025-08-02T12:18:06.856572
"[3, 4, 12, 22, 25, 27]",0.0,62.23,ghost_rng,2025-08-02T12:18:06.856574
"[4, 12, 24, 25, 38, 40]",0.0,60.75,transformer,2025-08-02T12:18:06.856583
"[4, 11, 16, 21, 23, 29]",0.0,60.75,transformer,2025-08-02T12:18:06.856584
"[5, 12, 15, 21, 22, 25]",0.0,60.84,montecarlo,2025-08-02T12:18:06.856586
"[3, 7, 15, 24, 30, 39]",0.0,60.68,montecarlo,2025-08-02T12:18:06.856588
