combination,score,svi_score,source,timestamp
"[6, 12, 18, 24, 29, 36]",1.9330139599999996,0.5,lstm_v2,2025-08-01T16:10:00.960544
"[10, 13, 18, 27, 29, 32]",1.3275852479999999,0.5,clustering,2025-08-01T16:10:00.960549
"[5, 12, 18, 24, 30, 36]",0.9141408599999999,0.5,lstm_v2,2025-08-01T16:10:00.960551
"[2, 4, 10, 21, 35, 40]",0.7396968000000002,0.5,montecarlo,2025-08-01T16:10:00.960553
"[6, 12, 18, 24, 29, 35]",0.713423952,0.5,lstm_v2,2025-08-01T16:10:00.960554
"[4, 11, 17, 25, 27, 37]",0.6605806160000001,0.5,montecarlo,2025-08-01T16:10:00.960556
"[6, 13, 14, 20, 23, 35]",0.466606136,0.5,apriori,2025-08-01T16:10:00.960562
"[1, 21, 22, 25, 34, 39]",0.46368999200000005,0.5,apriori,2025-08-01T16:10:00.960566
"[5, 6, 12, 20, 27, 38]",0.462066832,0.5,clustering,2025-08-01T16:10:00.960568
"[1, 5, 7, 28, 30, 38]",0.45826919199999994,0.5,clustering,2025-08-01T16:10:00.960570
"[4, 12, 23, 25, 29, 30]",0.4573655200000001,0.5,apriori,2025-08-01T16:10:00.960571
"[5, 16, 27, 28, 31, 37]",0.45232784400000003,0.5,apriori,2025-08-01T16:10:00.960573
"[5, 7, 15, 16, 29, 36]",0.4523272559999999,0.5,apriori,2025-08-01T16:10:00.960575
"[3, 18, 20, 21, 22, 37]",0.45204089999999997,0.5,genetico,2025-08-01T16:10:00.960576
"[1, 4, 5, 15, 39, 40]",0.45167986800000004,0.5,apriori,2025-08-01T16:10:00.960578
"[5, 9, 10, 25, 27, 34]",0.44537508000000003,0.5,montecarlo,2025-08-01T16:10:00.960579
"[1, 8, 14, 25, 26, 32]",0.44526112000000007,0.5,montecarlo,2025-08-01T16:10:00.960581
"[1, 11, 28, 29, 36, 38]",0.44512991199999996,0.5,transformer_deep,2025-08-01T16:10:00.960583
"[5, 6, 11, 25, 36, 40]",0.4450023999999999,0.5,clustering,2025-08-01T16:10:00.960585
"[4, 7, 11, 22, 28, 39]",0.444855176,0.5,clustering,2025-08-01T16:10:00.960586
"[1, 9, 15, 22, 27, 30]",0.444131712,0.5,clustering,2025-08-01T16:10:00.960588
"[2, 3, 6, 26, 28, 38]",0.43796263999999996,0.5,apriori,2025-08-01T16:10:00.960590
"[4, 6, 17, 28, 32, 33]",0.431456784,0.5,transformer_deep,2025-08-01T16:10:00.960591
"[4, 7, 16, 26, 30, 40]",0.42332138399999997,0.5,apriori,2025-08-01T16:10:00.960593
"[6, 11, 14, 23, 24, 25]",0.422590416,0.5,apriori,2025-08-01T16:10:00.960594
"[1, 5, 7, 30, 35, 37]",0.41841304,0.5,transformer_deep,2025-08-01T16:10:00.960596
"[3, 6, 8, 20, 22, 31]",0.4143108999999999,0.5,apriori,2025-08-01T16:10:00.960597
"[2, 6, 7, 10, 13, 25]",0.40846228799999995,0.5,clustering,2025-08-01T16:10:00.960599
"[10, 27, 29, 31, 34, 35]",0.39170428799999996,0.5,montecarlo,2025-08-01T16:10:00.960600
"[3, 10, 13, 15, 18, 34]",0.391702776,0.5,montecarlo,2025-08-01T16:10:00.960606
