combination,score,svi_score,source,timestamp
"[10, 17, 20, 28, 30, 34]",1.6431584000000001,65.0,genetico,2025-08-02T11:20:30.833280
"[6, 8, 10, 20, 29, 33]",1.2006912,63.2,clustering,2025-08-02T11:20:30.833283
"[9, 12, 13, 28, 29, 35]",1.1492783999999998,60.5,transformer_deep,2025-08-02T11:20:30.833285
"[5, 11, 24, 28, 35, 39]",0.8223408000000001,65.0,apriori,2025-08-02T11:20:30.833286
"[1, 11, 14, 23, 24, 25]",0.8189008,65.0,apriori,2025-08-02T11:20:30.833287
"[4, 5, 8, 11, 17, 39]",0.7896207999999999,62.36,ghost_rng,2025-08-02T11:20:30.833289
"[10, 11, 20, 25, 37, 38]",0.7679104000000001,60.68,montecarlo,2025-08-02T11:20:30.833291
"[6, 12, 18, 24, 30, 35]",0.7659696,60.5,lstm_v2,2025-08-02T11:20:30.833292
"[4, 14, 26, 27, 31, 32]",0.7658784000000001,60.5,transformer_deep,2025-08-02T11:20:30.833293
"[7, 13, 27, 28, 31, 37]",0.7655552,60.5,transformer_deep,2025-08-02T11:20:30.833295
"[6, 12, 18, 24, 30, 36]",0.7645711999999999,60.5,lstm_v2,2025-08-02T11:20:30.833296
"[6, 12, 18, 24, 29, 35]",0.7600576,60.0,lstm_v2,2025-08-02T11:20:30.833298
"[5, 9, 15, 24, 26, 31]",0.4111712,65.0,apriori,2025-08-02T11:20:30.833300
"[3, 9, 19, 26, 28, 31]",0.4110944,65.0,genetico,2025-08-02T11:20:30.833301
"[1, 5, 17, 29, 32, 33]",0.4110728,65.0,clustering,2025-08-02T11:20:30.833302
"[5, 10, 14, 21, 26, 32]",0.4110128,65.0,apriori,2025-08-02T11:20:30.833304
"[1, 6, 11, 15, 22, 28]",0.409276,64.86,apriori,2025-08-02T11:20:30.833305
"[9, 21, 26, 27, 29, 39]",0.40516719999999995,64.32,genetico,2025-08-02T11:20:30.833307
"[2, 8, 24, 32, 34, 40]",0.40357199999999993,64.07,apriori,2025-08-02T11:20:30.833308
"[3, 8, 18, 19, 22, 36]",0.40008400000000005,63.15,clustering,2025-08-02T11:20:30.833310
"[2, 3, 11, 16, 38, 40]",0.3996024,63.21,apriori,2025-08-02T11:20:30.833311
"[6, 14, 18, 23, 31, 32]",0.3964568,62.53,ghost_rng,2025-08-02T11:20:30.833313
"[6, 9, 11, 24, 27, 32]",0.383608,60.68,montecarlo,2025-08-02T11:20:30.833314
"[6, 10, 16, 20, 24, 40]",0.38284,60.68,montecarlo,2025-08-02T11:20:30.833316
"[7, 12, 20, 29, 34, 39]",0.0,63.97,clustering,2025-08-02T11:20:30.833317
"[10, 19, 20, 21, 22, 23]",0.0,62.42,clustering,2025-08-02T11:20:30.833319
"[10, 15, 27, 30, 31, 40]",0.0,62.84,apriori,2025-08-02T11:20:30.833320
"[2, 4, 6, 7, 21, 27]",0.0,60.75,transformer,2025-08-02T11:20:30.833321
"[3, 7, 20, 27, 31, 34]",0.0,60.75,transformer,2025-08-02T11:20:30.833323
"[9, 16, 26, 29, 32, 39]",0.0,60.84,montecarlo,2025-08-02T11:20:30.833324
