combination,score,svi_score,source,timestamp
"[3, 9, 12, 13, 25, 38]",45.279520000000005,65.0,clustering,2025-07-31T14:17:06.453617
"[5, 6, 21, 28, 30, 34]",45.261480000000006,65.0,clustering,2025-07-31T14:17:06.453620
"[3, 4, 13, 28, 33, 39]",45.199528,65.0,montecarlo,2025-07-31T14:17:06.453622
"[2, 10, 13, 21, 26, 37]",45.19363200000001,65.0,montecarlo,2025-07-31T14:17:06.453623
"[3, 13, 14, 25, 27, 30]",45.177704,65.0,montecarlo,2025-07-31T14:17:06.453624
"[5, 9, 13, 14, 21, 38]",45.177704,65.0,montecarlo,2025-07-31T14:17:06.453626
"[2, 10, 12, 21, 25, 37]",45.177704,65.0,montecarlo,2025-07-31T14:17:06.453627
"[5, 10, 13, 22, 33, 36]",45.17752800000001,65.0,montecarlo,2025-07-31T14:17:06.453628
"[2, 3, 10, 23, 34, 39]",45.163624000000006,65.0,combined,2025-07-31T14:17:06.453630
"[8, 13, 21, 22, 27, 39]",45.162128,65.0,montecarlo,2025-07-31T14:17:06.453631
"[13, 20, 23, 24, 26, 38]",45.12719200000001,65.0,combined,2025-07-31T14:17:06.453633
"[4, 7, 13, 22, 27, 28]",45.12657600000001,65.0,combined,2025-07-31T14:17:06.453635
"[2, 8, 20, 24, 29, 33]",45.126400000000004,65.0,combined,2025-07-31T14:17:06.453636
"[4, 7, 11, 25, 26, 35]",45.126400000000004,65.0,combined,2025-07-31T14:17:06.453638
"[5, 13, 23, 24, 37, 40]",45.119008,65.0,combined,2025-07-31T14:17:06.453639
"[10, 13, 21, 22, 24, 39]",45.112496,65.0,combined,2025-07-31T14:17:06.453640
"[1, 8, 29, 32, 33, 40]",45.06462400000001,65.0,montecarlo,2025-07-31T14:17:06.453642
"[1, 11, 22, 27, 28, 33]",45.03329600000001,65.0,combined,2025-07-31T14:17:06.453643
"[3, 14, 24, 29, 37, 39]",44.08544800000001,63.2,clustering,2025-07-31T14:17:06.453645
"[5, 7, 16, 24, 37, 39]",43.260252,65.0,clustering,2025-07-31T14:17:06.453646
"[3, 5, 15, 30, 32, 35]",43.145172,65.0,montecarlo,2025-07-31T14:17:06.453647
"[2, 7, 15, 24, 30, 39]",43.123584,65.0,montecarlo,2025-07-31T14:17:06.453649
"[6, 12, 15, 19, 25, 32]",43.109304,65.0,montecarlo,2025-07-31T14:17:06.453650
"[10, 12, 15, 20, 29, 39]",43.108968,65.0,montecarlo,2025-07-31T14:17:06.453651
"[5, 8, 17, 18, 22, 35]",43.075452,65.0,combined,2025-07-31T14:17:06.453652
"[1, 9, 17, 25, 34, 36]",43.061004000000004,65.0,combined,2025-07-31T14:17:06.453654
"[6, 14, 15, 21, 26, 32]",43.047816000000005,65.0,combined,2025-07-31T14:17:06.453655
"[7, 12, 17, 18, 23, 33]",43.014300000000006,65.0,combined,2025-07-31T14:17:06.453657
"[15, 18, 20, 21, 25, 36]",42.715092,64.62,combined,2025-07-31T14:17:06.453658
"[5, 10, 15, 20, 22, 31]",42.461748,63.84,clustering,2025-07-31T14:17:06.453659
