combination,score,svi_score,source,timestamp
"[1, 2, 8, 21, 32, 39]",2.5223352,60.5,transformer_deep,2025-08-01T18:31:39.966988
"[9, 12, 13, 28, 29, 35]",1.2641904,60.5,transformer_deep,2025-08-01T18:31:39.966991
"[5, 11, 24, 28, 35, 39]",0.90455728,65.0,apriori,2025-08-01T18:31:39.966993
"[6, 12, 18, 24, 29, 35]",0.80487456,60.52,lstm_v2,2025-08-01T18:31:39.966994
"[3, 7, 10, 19, 27, 37]",0.7801992799999999,65.0,genetico,2025-08-01T18:31:39.966995
"[1, 11, 14, 23, 24, 25]",0.77794816,65.0,apriori,2025-08-01T18:31:39.966997
"[7, 13, 27, 28, 31, 37]",0.7655552,60.5,transformer_deep,2025-08-01T18:31:39.966998
"[6, 12, 18, 24, 30, 36]",0.7261039999999999,60.48,lstm_v2,2025-08-01T18:31:39.966999
"[5, 10, 14, 21, 26, 32]",0.45211584000000005,65.0,apriori,2025-08-01T18:31:39.967001
"[6, 7, 11, 26, 36, 37]",0.4408500800000001,63.2,clustering,2025-08-01T18:31:39.967002
"[5, 11, 12, 22, 24, 30]",0.4404426400000001,63.2,clustering,2025-08-01T18:31:39.967003
"[8, 11, 15, 26, 36, 37]",0.43242108,65.0,clustering,2025-08-01T18:31:39.967005
"[5, 9, 15, 24, 26, 31]",0.43172892000000007,65.0,apriori,2025-08-01T18:31:39.967006
"[3, 19, 20, 21, 32, 37]",0.43164324,65.0,genetico,2025-08-01T18:31:39.967007
"[9, 15, 19, 20, 26, 34]",0.43132992000000003,65.0,genetico,2025-08-01T18:31:39.967009
"[10, 11, 13, 24, 34, 35]",0.4213941600000001,60.5,transformer_deep,2025-08-01T18:31:39.967010
"[10, 14, 15, 17, 32, 35]",0.40278756000000004,60.68,montecarlo,2025-08-01T18:31:39.967012
"[6, 15, 18, 26, 32, 33]",0.40263048,60.68,montecarlo,2025-08-01T18:31:39.967013
"[12, 23, 26, 29, 30, 40]",0.38270408000000006,63.84,clustering,2025-08-01T18:31:39.967014
"[2, 7, 8, 9, 21, 32]",0.36907056,65.0,clustering,2025-08-01T18:31:39.967016
"[1, 6, 11, 15, 22, 28]",0.368352,64.86,apriori,2025-08-01T18:31:39.967017
"[4, 11, 17, 18, 28, 29]",0.0,64.0,clustering,2025-08-01T18:31:39.967018
"[11, 12, 20, 29, 31, 40]",0.0,63.51,apriori,2025-08-01T18:31:39.967020
"[5, 19, 23, 29, 30, 31]",0.0,63.18,apriori,2025-08-01T18:31:39.967022
"[9, 11, 17, 19, 21, 39]",0.0,62.4,clustering,2025-08-01T18:31:39.967023
"[11, 20, 24, 31, 37, 40]",0.0,62.33,ghost_rng,2025-08-01T18:31:39.967024
"[2, 11, 12, 14, 24, 28]",0.0,62.14,ghost_rng,2025-08-01T18:31:39.967026
"[8, 13, 15, 16, 17, 34]",0.0,60.77,transformer,2025-08-01T18:31:39.967027
"[5, 16, 17, 20, 31, 35]",0.0,60.77,transformer,2025-08-01T18:31:39.967028
"[2, 7, 17, 25, 34, 35]",0.0,60.86,montecarlo,2025-08-01T18:31:39.967030
