combination,score,svi_score,source,timestamp
"[7, 13, 14, 24, 28, 36]",3.5386775999999998,0.5,clustering,2025-08-01T13:33:34.895890
"[3, 4, 5, 11, 14, 39]",1.3926573599999998,0.5,ghost_rng,2025-08-01T13:33:34.895895
"[2, 3, 12, 13, 14, 37]",0.9259478159999999,0.5,clustering,2025-08-01T13:33:34.895900
"[7, 13, 16, 22, 26, 36]",0.7131299520000001,0.5,transformer_deep,2025-08-01T13:33:34.895902
"[9, 12, 18, 28, 29, 35]",0.712911216,0.5,transformer_deep,2025-08-01T13:33:34.895903
"[1, 10, 11, 16, 23, 36]",0.6503097120000001,0.5,apriori,2025-08-01T13:33:34.895905
"[10, 13, 21, 22, 24, 39]",0.466474928,0.5,apriori,2025-08-01T13:33:34.895907
"[2, 20, 23, 26, 27, 29]",0.457730192,0.5,clustering,2025-08-01T13:33:34.895909
"[5, 7, 16, 29, 30, 36]",0.43168434,0.5,transformer_deep,2025-08-01T13:33:34.895910
"[2, 11, 14, 23, 24, 25]",0.42296122,0.5,apriori,2025-08-01T13:33:34.895912
"[7, 8, 12, 16, 28, 34]",0.41926488399999995,0.5,clustering,2025-08-01T13:33:34.895914
"[16, 17, 21, 28, 35, 36]",0.40334668799999995,0.5,apriori,2025-08-01T13:33:34.895916
"[2, 13, 26, 29, 31, 36]",0.15,0.5,apriori,2025-08-01T13:33:34.895917
"[10, 16, 19, 20, 21, 22]",0.15,0.5,clustering,2025-08-01T13:33:34.895919
"[11, 12, 19, 22, 28, 30]",0.15,0.5,ghost_rng,2025-08-01T13:33:34.895921
"[12, 21, 26, 35, 38, 40]",0.15,0.5,transformer,2025-08-01T13:33:34.895922
"[5, 7, 8, 14, 16, 36]",0.15,0.5,transformer,2025-08-01T13:33:34.895924
"[3, 6, 10, 20, 28, 38]",0.15,0.5,apriori,2025-08-01T13:33:34.895925
"[1, 11, 22, 27, 28, 33]",0.15,0.5,apriori,2025-08-01T13:33:34.895927
"[2, 3, 10, 23, 34, 39]",0.15,0.5,apriori,2025-08-01T13:33:34.895929
"[2, 4, 6, 8, 25, 35]",0.15,0.5,apriori,2025-08-01T13:33:34.895931
"[5, 13, 23, 24, 37, 40]",0.15,0.5,apriori,2025-08-01T13:33:34.895936
"[15, 18, 20, 21, 25, 36]",0.15,0.5,apriori,2025-08-01T13:33:34.896086
"[6, 14, 15, 21, 26, 32]",0.15,0.5,apriori,2025-08-01T13:33:34.896093
"[8, 10, 11, 14, 24, 28]",0.15,0.5,apriori,2025-08-01T13:33:34.896095
"[1, 9, 17, 25, 34, 36]",0.15,0.5,apriori,2025-08-01T13:33:34.896097
"[5, 8, 17, 18, 22, 35]",0.15,0.5,apriori,2025-08-01T13:33:34.896099
"[7, 12, 17, 18, 23, 33]",0.15,0.5,apriori,2025-08-01T13:33:34.896100
"[1, 11, 21, 32, 34, 35]",0.15,0.5,transformer_deep,2025-08-01T13:33:34.896102
"[5, 6, 16, 32, 37, 38]",0.15,0.5,transformer_deep,2025-08-01T13:33:34.896104
