combination,score,svi_score,source,timestamp
"[3, 7, 15, 24, 30, 39]",1.300589888,0.5,montecarlo,2025-08-02T15:28:12.796372
"[1, 5, 11, 14, 31, 33]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796379
"[2, 14, 16, 18, 28, 33]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796382
"[7, 8, 10, 12, 19, 30]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796383
"[4, 5, 8, 17, 26, 29]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796389
"[2, 8, 18, 24, 26, 31]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796391
"[13, 28, 31, 36, 38, 40]",0.725294944,0.5,montecarlo,2025-08-02T15:28:12.796393
"[10, 19, 24, 27, 30, 37]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796398
"[2, 6, 18, 29, 32, 36]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796399
"[6, 9, 10, 31, 32, 38]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796402
"[10, 11, 20, 25, 37, 38]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796404
"[6, 9, 11, 24, 27, 32]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796405
"[11, 17, 20, 21, 22, 23]",0.437647472,0.5,montecarlo,2025-08-02T15:28:12.796411
"[5, 13, 18, 24, 37, 40]",0.3018695639898883,0.5,apriori,2025-08-02T15:28:12.796413
"[1, 6, 11, 15, 22, 28]",0.30050492604886314,0.5,apriori,2025-08-02T15:28:12.796414
"[5, 11, 24, 28, 35, 39]",0.297565069785803,0.5,apriori,2025-08-02T15:28:12.796416
"[2, 6, 7, 10, 15, 25]",0.29354405466077677,0.5,apriori,2025-08-02T15:28:12.796417
"[1, 11, 14, 23, 24, 25]",0.2914063889831679,0.5,apriori,2025-08-02T15:28:12.796419
"[1, 6, 8, 25, 34, 35]",0.2830482701884944,0.5,apriori,2025-08-02T15:28:12.796420
"[3, 15, 18, 21, 25, 36]",0.15,0.5,apriori,2025-08-02T15:28:12.796422
"[3, 18, 21, 26, 29, 33]",0.15,0.5,apriori,2025-08-02T15:28:12.796423
"[5, 10, 14, 21, 26, 32]",0.15,0.5,apriori,2025-08-02T15:28:12.796425
"[14, 16, 17, 33, 35, 36]",0.15,0.5,apriori,2025-08-02T15:28:12.796426
"[5, 9, 15, 24, 26, 31]",0.15,0.5,apriori,2025-08-02T15:28:12.796428
"[8, 10, 11, 19, 28, 39]",0.15,0.5,apriori,2025-08-02T15:28:12.796429
"[1, 8, 32, 35, 36, 39]",0.15,0.5,apriori,2025-08-02T15:28:12.796431
"[8, 11, 18, 19, 22, 28]",0.15,0.5,transformer_deep,2025-08-02T15:28:12.796432
"[1, 12, 17, 30, 33, 37]",0.15,0.5,transformer_deep,2025-08-02T15:28:12.796434
"[7, 10, 13, 20, 24, 33]",0.15,0.5,transformer_deep,2025-08-02T15:28:12.796435
"[1, 11, 21, 32, 34, 35]",0.15,0.5,transformer_deep,2025-08-02T15:28:12.796436
