combination,score,svi_score,source,timestamp
"[2, 3, 20, 21, 25, 40]",24.051695999999996,0.5,genetico,2025-08-03T17:39:30.987307
"[10, 11, 20, 25, 37, 38]",0.725294944,0.5,montecarlo,2025-08-03T17:39:30.987310
"[4, 9, 15, 24, 26, 31]",0.4451818055101481,0.5,apriori,2025-08-03T17:39:30.987311
"[6, 10, 16, 20, 24, 40]",0.437647472,0.5,montecarlo,2025-08-03T17:39:30.987313
"[6, 9, 11, 24, 27, 32]",0.437647472,0.5,montecarlo,2025-08-03T17:39:30.987314
"[7, 13, 16, 22, 26, 36]",0.40325999999999995,0.5,clustering,2025-08-03T17:39:30.987316
"[9, 12, 18, 28, 29, 35]",0.40325999999999995,0.5,clustering,2025-08-03T17:39:30.987317
"[4, 14, 26, 27, 31, 32]",0.40325999999999995,0.5,clustering,2025-08-03T17:39:30.987319
"[3, 5, 18, 21, 26, 29]",0.30141771197922484,0.5,apriori,2025-08-03T17:39:30.987320
"[5, 7, 16, 29, 30, 36]",0.27663,0.5,clustering,2025-08-03T17:39:30.987322
"[1, 5, 7, 30, 35, 37]",0.27663,0.5,clustering,2025-08-03T17:39:30.987323
"[6, 12, 18, 24, 29, 35]",0.15,0.5,lstm_v2,2025-08-03T17:39:30.987325
"[3, 7, 15, 24, 30, 39]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987326
"[1, 3, 13, 18, 20, 21]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987327
"[2, 14, 16, 18, 28, 33]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987329
"[7, 8, 10, 12, 19, 30]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987330
"[4, 5, 8, 17, 26, 29]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987332
"[2, 8, 18, 24, 26, 31]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987334
"[13, 28, 31, 36, 38, 40]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987335
"[10, 19, 24, 27, 30, 37]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987337
"[2, 6, 18, 29, 32, 36]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987338
"[6, 9, 10, 31, 32, 38]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987340
"[11, 17, 20, 21, 22, 23]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987341
"[5, 16, 29, 33, 34, 35]",0.15,0.5,montecarlo,2025-08-03T17:39:30.987342
"[3, 6, 8, 24, 28, 38]",0.15,0.5,apriori,2025-08-03T17:39:30.987344
"[1, 2, 3, 11, 22, 28]",0.15,0.5,apriori,2025-08-03T17:39:30.987345
"[8, 10, 23, 33, 34, 39]",0.15,0.5,apriori,2025-08-03T17:39:30.987347
"[6, 8, 10, 25, 35, 37]",0.15,0.5,apriori,2025-08-03T17:39:30.987348
"[5, 13, 24, 37, 38, 40]",0.15,0.5,apriori,2025-08-03T17:39:30.987350
"[10, 11, 14, 23, 24, 30]",0.15,0.5,apriori,2025-08-03T17:39:30.987351
