combination,score,svi_score,source,timestamp
"[7, 13, 14, 24, 28, 36]",3.5387385840000003,0.5,clustering,2025-08-01T13:41:02.918588
"[9, 12, 13, 28, 29, 35]",1.0349462159999998,0.5,transformer_deep,2025-08-01T13:41:02.918598
"[4, 14, 26, 27, 31, 32]",0.739720208,0.5,transformer_deep,2025-08-01T13:41:02.918604
"[7, 13, 27, 28, 31, 37]",0.6858808,0.5,transformer_deep,2025-08-01T13:41:02.918606
"[10, 13, 21, 22, 24, 39]",0.466480472,0.5,apriori,2025-08-01T13:41:02.918608
"[2, 20, 23, 26, 27, 29]",0.457725264,0.5,clustering,2025-08-01T13:41:02.918609
"[5, 10, 17, 26, 28, 38]",0.452542464,0.5,clustering,2025-08-01T13:41:02.918611
"[1, 6, 17, 29, 31, 33]",0.42322455999999997,0.5,clustering,2025-08-01T13:41:02.918613
"[2, 11, 14, 23, 24, 25]",0.422963348,0.5,apriori,2025-08-01T13:41:02.918615
"[16, 17, 21, 28, 35, 36]",0.403387512,0.5,apriori,2025-08-01T13:41:02.918617
"[7, 10, 13, 18, 20, 34]",0.15,0.5,clustering,2025-08-01T13:41:02.918619
"[7, 17, 18, 22, 27, 29]",0.15,0.5,apriori,2025-08-01T13:41:02.918620
"[2, 24, 25, 27, 37, 38]",0.15,0.5,apriori,2025-08-01T13:41:02.918622
"[5, 17, 20, 21, 22, 34]",0.15,0.5,clustering,2025-08-01T13:41:02.918623
"[5, 13, 17, 24, 34, 39]",0.15,0.5,ghost_rng,2025-08-01T13:41:02.918625
"[6, 10, 27, 34, 35, 39]",0.15,0.5,ghost_rng,2025-08-01T13:41:02.918627
"[1, 7, 10, 15, 37, 39]",0.15,0.5,transformer,2025-08-01T13:41:02.918629
"[1, 2, 4, 13, 18, 36]",0.15,0.5,transformer,2025-08-01T13:41:02.918630
"[3, 6, 10, 20, 28, 38]",0.15,0.5,apriori,2025-08-01T13:41:02.918632
"[1, 11, 22, 27, 28, 33]",0.15,0.5,apriori,2025-08-01T13:41:02.918633
"[2, 3, 10, 23, 34, 39]",0.15,0.5,apriori,2025-08-01T13:41:02.918634
"[2, 4, 6, 8, 25, 35]",0.15,0.5,apriori,2025-08-01T13:41:02.918636
"[5, 13, 23, 24, 37, 40]",0.15,0.5,apriori,2025-08-01T13:41:02.918637
"[15, 18, 20, 21, 25, 36]",0.15,0.5,apriori,2025-08-01T13:41:02.918642
"[6, 14, 15, 21, 26, 32]",0.15,0.5,apriori,2025-08-01T13:41:02.918823
"[8, 10, 11, 14, 24, 28]",0.15,0.5,apriori,2025-08-01T13:41:02.918829
"[1, 9, 17, 25, 34, 36]",0.15,0.5,apriori,2025-08-01T13:41:02.918831
"[5, 8, 17, 18, 22, 35]",0.15,0.5,apriori,2025-08-01T13:41:02.918833
"[7, 12, 17, 18, 23, 33]",0.15,0.5,apriori,2025-08-01T13:41:02.918834
"[2, 8, 20, 24, 29, 33]",0.15,0.5,apriori,2025-08-01T13:41:02.918836
