combination,score,svi_score,source,timestamp
"[9, 16, 24, 27, 31, 37]",1.2335496,65.0,apriori,2025-08-01T18:52:53.488834
"[4, 11, 14, 25, 26, 31]",1.1492879999999999,60.5,transformer_deep,2025-08-01T18:52:53.488837
"[5, 11, 24, 28, 35, 39]",0.8223456,65.0,apriori,2025-08-01T18:52:53.488838
"[1, 11, 14, 23, 24, 25]",0.8188912,65.0,apriori,2025-08-01T18:52:53.488840
"[10, 11, 20, 25, 37, 38]",0.7679072000000001,60.68,montecarlo,2025-08-01T18:52:53.488841
"[6, 12, 18, 24, 29, 35]",0.7663152,60.5,lstm_v2,2025-08-01T18:52:53.488843
"[1, 6, 11, 16, 27, 32]",0.7641391999999999,60.5,transformer_deep,2025-08-01T18:52:53.488844
"[5, 9, 15, 24, 26, 31]",0.41117040000000005,65.0,apriori,2025-08-01T18:52:53.488845
"[5, 10, 14, 21, 26, 32]",0.411016,65.0,apriori,2025-08-01T18:52:53.488847
"[3, 10, 19, 21, 24, 34]",0.41094319999999995,65.0,genetico,2025-08-01T18:52:53.488848
"[9, 18, 19, 20, 27, 35]",0.41078960000000003,65.0,genetico,2025-08-01T18:52:53.488849
"[3, 5, 15, 16, 20, 37]",0.41046639999999995,65.0,genetico,2025-08-01T18:52:53.488851
"[3, 7, 8, 13, 20, 33]",0.4102672,65.0,genetico,2025-08-01T18:52:53.488852
"[1, 6, 11, 15, 22, 28]",0.4093408,64.87,apriori,2025-08-01T18:52:53.488853
"[2, 8, 24, 32, 34, 40]",0.4036376,64.08,apriori,2025-08-01T18:52:53.488854
"[8, 11, 18, 24, 29, 32]",0.4004088,63.2,clustering,2025-08-01T18:52:53.488857
"[5, 7, 17, 20, 26, 31]",0.39974000000000004,63.15,clustering,2025-08-01T18:52:53.488858
"[5, 14, 19, 23, 24, 32]",0.3955264,62.39,clustering,2025-08-01T18:52:53.488860
"[1, 2, 7, 16, 18, 28]",0.39438559999999995,62.32,ghost_rng,2025-08-01T18:52:53.488861
"[11, 15, 20, 25, 35, 40]",0.38460479999999997,60.84,montecarlo,2025-08-01T18:52:53.488862
"[12, 13, 19, 24, 25, 36]",0.383756,60.68,montecarlo,2025-08-01T18:52:53.488864
"[3, 11, 21, 22, 27, 34]",0.3837544,60.68,montecarlo,2025-08-01T18:52:53.488865
"[6, 9, 11, 24, 27, 32]",0.38360720000000004,60.68,montecarlo,2025-08-01T18:52:53.488867
"[4, 5, 7, 29, 35, 36]",0.38345039999999997,60.5,transformer_deep,2025-08-01T18:52:53.488868
"[1, 11, 28, 29, 36, 38]",0.38329119999999994,60.5,transformer_deep,2025-08-01T18:52:53.488869
"[13, 14, 17, 27, 35, 36]",0.38293839999999996,60.4,clustering,2025-08-01T18:52:53.488871
"[4, 6, 17, 28, 32, 33]",0.38293439999999995,60.5,transformer_deep,2025-08-01T18:52:53.488872
"[4, 7, 11, 22, 28, 39]",0.38292719999999997,60.4,clustering,2025-08-01T18:52:53.488874
"[6, 10, 16, 20, 24, 40]",0.38283680000000003,60.68,montecarlo,2025-08-01T18:52:53.488875
"[2, 4, 9, 13, 21, 40]",0.3822824,60.68,montecarlo,2025-08-01T18:52:53.488877
