combination,score,svi_score,source,timestamp
"[11, 17, 22, 23, 28, 37]",0.5,0.5,maestra,2025-08-07T20:26:27.336801
"[11, 17, 22, 23, 28, 37]",0.5,0.5,fallback,2025-08-07T20:26:27.336804
