combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[9, 12, 20, 22, 28, 33]",5.576141414141414,0.5,combined,124,4,24,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",0,0.8153535353535354,1.1,0.0,1.0
"[8, 19, 20, 27, 29, 32]",5.92660606060606,0.5,combined,135,3,24,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",2,0.8581818181818182,1.05,0.0,1.0
"[12, 15, 21, 31, 32, 33]",4.7583232323232325,0.5,combined,144,2,21,0,"{np.int64(1): 2, np.int64(2): 1, np.int64(3): 3}",1,0.8541414141414141,1.05,0.0,1.0
"[13, 18, 19, 20, 28, 31]",4.488747474747475,0.5,combined,129,3,18,0,"{np.int64(1): 4, np.int64(2): 1, np.int64(3): 1}",3,0.8468686868686869,0.9749999999999999,0.0,1.0
"[1, 14, 15, 25, 32, 33]",5.594565656565656,0.5,combined,120,2,32,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",0,0.8614141414141414,1.05,0.0,1.0
"[2, 15, 20, 22, 35, 37]",5.913515151515151,0.5,combined,131,3,35,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",2,0.8254545454545454,1.05,0.0,1.0
"[3, 11, 18, 19, 20, 25]",4.592141414141414,0.5,combined,96,2,22,0,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",3,0.8553535353535353,0.9,0.0,1.0
"[2, 20, 24, 30, 38, 40]",3.4104242424242424,0.5,combined,154,6,38,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 2, np.int64(3): 2}",1,0.8593939393939394,0.85,0.0,1.0
"[4, 9, 23, 34, 37, 38]",6.181939393939394,0.5,combined,145,3,34,0,"{np.int64(0): 2, np.int64(2): 1, np.int64(3): 3}",2,0.8715151515151516,1.1,0.0,1.0
"[5, 9, 10, 30, 35, 39]",5.775454545454545,0.5,combined,128,2,34,0,"{np.int64(0): 3, np.int64(2): 1, np.int64(3): 2}",1,0.896969696969697,1.1,0.0,1.0
"[7, 17, 20, 22, 28, 34]",5.919656565656565,0.5,combined,128,4,27,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",2,0.8408080808080808,1.05,0.0,1.0
"[11, 21, 26, 30, 32, 34]",4.865272727272728,0.5,combined,154,4,23,0,"{np.int64(1): 1, np.int64(2): 3, np.int64(3): 2}",1,0.8715151515151516,0.9500000000000001,0.0,1.0
"[3, 4, 14, 22, 33, 34]",6.0089696969696975,0.5,combined,110,4,31,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 1, np.int64(3): 2}",1,0.8557575757575757,1.1,0.0,1.0
"[6, 10, 13, 16, 37, 40]",6.189212121212121,0.5,combined,122,4,34,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(3): 2}",2,0.8896969696969697,1.05,0.0,1.0
"[1, 2, 6, 12, 27, 37]",5.281454545454546,0.5,combined,85,3,36,0,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 1, np.int64(3): 1}",2,0.8703030303030304,0.9,0.0,1.0
