n1,n2,n3,n4,n5,n6,score,SVI,perfil,alerta,nota
9,12,16,18,28,34,0.5,0.544,"{'combination': (9, 12, 16, 18, 28, 34), 'jackpot_prob': 0.0}",,ponderada 0.7/0.2/0.1
