n1,n2,n3,n4,n5,n6,score,SVI,perfil,alerta,nota
3,5,11,19,27,38,0.5,0.494,"{'combination': (3, 5, 11, 19, 27, 38), 'jackpot_prob': 0.01}",⚠️ RIESGO MODERADO,ponderada 0.7/0.2/0.1
