combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 7, 16, 27, 29, 40]",2.9636234101050953,0.5,default,125,3,34,3,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5793607604792965
"[1, 3, 4, 15, 16, 34]",3.01190347347837,0.5,default,73,3,33,0,"{0: 3, 1: 2, 3: 1}",1,1.0,0.73,0.0,0.032,0.5793607604792965
"[3, 7, 21, 28, 29, 31]",3.2919278410433632,0.5,default,119,1,28,1,"{0: 2, 2: 3, 3: 1}",4,1.0,0.87,0.0,0.032,0.5793607604792965
"[1, 4, 8, 25, 28, 30]",2.317443041917186,0.5,default,96,4,29,1,"{0: 3, 2: 3}",0,1.0,0.87,0.0,0.0,0.5793607604792965
"[6, 10, 19, 23, 27, 30]",3.4850480945364617,0.5,default,115,3,24,1,"{0: 2, 1: 1, 2: 3}",2,1.0,0.83,0.0,0.032,0.5793607604792965
"[1, 4, 6, 9, 27, 34]",2.58626643477958,0.5,default,81,3,33,1,"{0: 4, 2: 1, 3: 1}",0,1.0,0.83,0.0,0.064,0.5793607604792965
"[1, 7, 12, 20, 24, 38]",3.40702751212525,0.5,default,102,4,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.064,0.5793607604792965
"[3, 6, 9, 22, 32, 37]",3.522127183207137,0.5,default,109,3,34,1,"{0: 3, 2: 1, 3: 2}",2,1.0,0.87,0.0,0.096,0.5793607604792965
"[1, 9, 10, 12, 27, 35]",2.7705031566119964,0.5,default,94,2,34,1,"{0: 3, 1: 1, 2: 1, 3: 1}",0,1.0,0.7899999999999999,0.0,0.032,0.5793607604792965
"[8, 9, 11, 28, 32, 37]",3.503587638871799,0.5,default,125,3,29,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[8, 10, 11, 26, 33, 37]",3.503587638871799,0.5,default,125,3,29,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[4, 12, 15, 26, 36, 37]",3.551867702245074,0.5,default,130,4,33,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.064,0.5793607604792965
"[7, 14, 24, 30, 34, 38]",3.444106600795925,0.5,default,147,5,31,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,1.0,0.83,0.0,0.128,0.5793607604792965
"[10, 25, 28, 33, 34, 35]",2.8075822452826715,0.5,default,165,3,25,0,"{0: 1, 2: 2, 3: 3}",0,1.0,0.73,0.0,0.096,0.5793607604792965
"[5, 6, 18, 32, 36, 38]",3.5889467909157493,0.5,default,135,5,33,1,"{0: 2, 1: 1, 3: 3}",1,1.0,0.83,0.0,0.128,0.5793607604792965
