timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-13 18:09:32.693415,6,6,0,2.92,0.5,3.357,2.311,Counter({'lstm': 6}),moderado,0.7,0.5787467442905242
