combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[20, 21, 22, 23, 28, 40]",2.092857142857143,0.5,lstm,154,4,20,3,"{1: 1, 2: 4, 3: 1}",1,0.19047619047619035,0.8500000000000001,0.0,1.0
"[13, 20, 21, 22, 23, 40]",4.7595238095238095,0.5,lstm,139,3,27,3,"{1: 2, 2: 3, 3: 1}",2,0.19047619047619035,1.1,0.0,1.0
"[20, 21, 22, 23, 36, 40]",2.9428571428571426,0.5,lstm,162,4,20,3,"{1: 1, 2: 3, 3: 2}",1,0.19047619047619035,0.9500000000000001,0.0,1.0
