combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 13, 18, 19, 30, 31]",3.56714175865771,0.5,combined,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8575757575757575,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",3.5647716464557493,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8473484848484849,0.87,0.0,0.064,0.5793607604792965
"[14, 19, 22, 26, 33, 34]",2.8092501020173843,0.5,combined,148,4,20,1,"{1: 2, 2: 2, 3: 2}",1,0.8405303030303031,0.87,0.0,0.096,0.5793607604792965
"[1, 2, 20, 21, 22, 30]",2.958338937714057,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8488636363636364,0.87,0.0,0.0,0.5793607604792965
"[8, 14, 15, 16, 21, 23]",2.23744736600434,0.5,combined,97,3,15,1,"{0: 1, 1: 3, 2: 2}",1,0.7831439393939394,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 19, 33, 34, 35]",3.4723548269659608,0.5,combined,136,2,28,1,"{0: 2, 1: 1, 3: 3}",2,0.7852272727272728,0.87,0.0,0.096,0.5793607604792965
"[1, 7, 14, 17, 20, 23]",3.01559031468142,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8075757575757576,0.87,0.0,0.032,0.5793607604792965
"[1, 6, 18, 21, 28, 35]",3.276759122950814,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8545454545454545,0.87,0.0,0.064,0.5793607604792965
"[6, 16, 19, 22, 25, 31]",3.4690015571098534,0.5,combined,119,3,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8507575757575758,0.87,0.0,0.064,0.5793607604792965
"[1, 7, 8, 16, 22, 27]",2.275834405482764,0.5,combined,81,3,26,3,"{0: 3, 1: 1, 2: 2}",1,0.7787878787878788,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 17, 18, 32, 33]",3.458028815434109,0.5,combined,115,3,26,1,"{0: 2, 1: 2, 3: 2}",2,0.803409090909091,0.87,0.0,0.064,0.5793607604792965
"[5, 8, 15, 16, 22, 23]",1.7950088652516507,0.5,combined,89,3,18,3,"{0: 2, 1: 2, 2: 2}",2,0.7873106060606061,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 18, 23, 25, 30]",3.4158583746258886,0.5,combined,111,3,23,1,"{0: 2, 1: 1, 2: 3}",2,0.781439393939394,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 8, 15, 17, 35]",2.9091986113934034,0.5,combined,83,1,34,1,"{0: 3, 1: 2, 3: 1}",2,0.7651515151515151,0.87,0.0,0.032,0.5793607604792965
"[8, 13, 15, 23, 27, 33]",3.4398403988323953,0.5,combined,119,1,25,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8049242424242424,0.87,0.0,0.032,0.5793607604792965
"[9, 14, 23, 29, 30, 34]",3.4709327596447843,0.5,combined,139,3,25,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8590909090909091,0.87,0.0,0.064,0.5793607604792965
