combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 3, 11, 20, 22, 26]",5.500000000000001,0.5,default,84,4,24,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",3,1.0,0.9500000000000001,0.0,1.0
"[4, 9, 11, 20, 22, 29]",5.083333333333334,0.5,default,95,3,25,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,1.0,0.9500000000000001,0.0,1.0
"[2, 11, 13, 17, 20, 24]",4.15,0.5,default,87,3,22,0,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",4,1.0,0.9,0.0,1.0
"[2, 11, 20, 25, 26, 31]",6.15,0.5,default,115,3,29,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",3,1.0,1.1,0.0,1.0
"[11, 20, 22, 23, 28, 32]",4.983333333333333,0.5,default,136,4,21,0,"{np.int64(1): 2, np.int64(2): 3, np.int64(3): 1}",2,1.0,1.1,0.0,1.0
"[2, 4, 11, 20, 26, 35]",5.333333333333334,0.5,default,98,4,33,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,1.0,0.9500000000000001,0.0,1.0
"[4, 7, 11, 12, 14, 18]",2.4833333333333334,0.5,default,66,4,14,0,"{np.int64(0): 2, np.int64(1): 4}",2,1.0,0.7749999999999999,0.0,1.0
"[6, 9, 11, 14, 20, 30]",4.916666666666668,0.5,default,90,4,24,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",1,1.0,0.9500000000000001,0.0,1.0
"[6, 9, 11, 14, 22, 25]",3.9166666666666665,0.5,default,87,3,19,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",1,1.0,0.875,0.0,1.0
"[2, 11, 17, 20, 28, 39]",6.15,0.5,default,117,3,37,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",3,1.0,1.05,0.0,1.0
"[11, 21, 22, 26, 28, 40]",5.216666666666668,0.5,default,148,4,29,0,"{np.int64(1): 1, np.int64(2): 4, np.int64(3): 1}",1,1.0,1.1,0.0,1.0
"[9, 11, 22, 36, 38, 40]",5.166666666666668,0.5,default,156,4,31,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 1, np.int64(3): 3}",1,1.0,0.9,0.0,1.0
"[1, 5, 8, 16, 18, 22]",4.166666666666667,0.5,default,70,4,21,0,"{np.int64(0): 3, np.int64(1): 2, np.int64(2): 1}",1,1.0,0.9,0.0,1.0
"[3, 12, 15, 19, 23, 26]",5.250000000000001,0.5,default,98,2,23,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",3,1.0,0.9,0.0,1.0
"[1, 2, 5, 15, 26, 28]",5.333333333333334,0.5,default,77,3,27,0,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 2}",2,1.0,0.9,0.0,1.0
"[8, 14, 18, 19, 22, 23]",4.983333333333333,0.5,default,104,4,15,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",2,1.0,0.9249999999999998,0.0,1.0
"[3, 12, 19, 28, 29, 34]",6.15,0.5,default,125,3,31,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",3,1.0,1.05,0.0,1.0
"[3, 6, 16, 19, 30, 37]",6.15,0.5,default,111,3,34,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",3,1.0,1.05,0.0,1.0
