combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[15, 17, 19, 21, 23, 40]",4.408116063614132,0.5752725490196078,lstm_v2,135,1,25,1,"{1: 3, 2: 2, 3: 1}",3,0.8720080994274543,0.75,0.0,0.0,0.5793607604792965
"[16, 18, 19, 21, 24, 40]",4.190254448385457,0.6027956862745099,lstm_v2,138,4,24,1,"{1: 3, 2: 2, 3: 1}",1,0.8727517106549365,0.83,0.0,0.032,0.5793607604792965
"[14, 16, 20, 21, 23, 40]",4.190552059531431,0.5976537254901961,lstm_v2,134,4,26,1,"{1: 3, 2: 2, 3: 1}",1,0.8768642647674906,0.83,0.0,0.032,0.5793607604792965
"[14, 15, 20, 21, 22, 40]",4.056223433516237,0.5130227450980394,lstm_v2,132,4,26,2,"{1: 3, 2: 2, 3: 1}",0,0.8805962854349951,0.83,0.0,0.032,0.5793607604792965
"[15, 17, 19, 20, 24, 40]",3.8936301868163827,0.6937792156862745,lstm_v2,135,3,25,1,"{1: 4, 2: 1, 3: 1}",2,0.8775240888144114,0.83,0.0,0.032,0.5793607604792965
"[2, 13, 15, 21, 22, 40]",3.5708740870927835,0.5953317647058823,lstm_v2,113,3,38,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8864125122189638,0.83,0.0,0.0,0.5793607604792965
"[8, 12, 15, 21, 22, 40]",3.3961692852630456,0.5320925490196079,lstm_v2,118,4,32,3,"{0: 1, 1: 2, 2: 2, 3: 1}",0,0.904594330400782,0.83,0.0,0.0,0.5793607604792965
"[15, 17, 19, 21, 24, 40]",4.317792278566713,0.641664705882353,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",2,0.8730344923893311,0.83,0.0,0.032,0.5793607604792965
"[15, 17, 20, 21, 23, 40]",4.292266658332411,0.6011447058823529,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",2,0.873229995810641,0.83,0.0,0.0,0.5793607604792965
"[15, 16, 20, 21, 23, 40]",4.174040365282771,0.6247458823529412,lstm_v2,135,3,25,1,"{1: 3, 2: 2, 3: 1}",1,0.8676092724479821,0.83,0.0,0.0,0.5793607604792965
"[6, 9, 13, 21, 24, 28]",3.715825836330163,0.5449765490196078,montecarlo,101,3,22,0,"{0: 2, 1: 1, 2: 3}",1,0.8928152492668622,0.87,0.0,0.064,0.5793607604792965
"[5, 6, 29, 32, 35, 37]",3.957422651112269,0.45757662745098043,montecarlo,144,2,32,2,"{0: 2, 2: 1, 3: 3}",3,0.9213587487781036,0.87,0.0,0.128,0.5793607604792965
"[1, 18, 22, 28, 29, 30]",3.2775418877632005,0.43149611764705886,montecarlo,128,4,29,2,"{0: 1, 1: 1, 2: 4}",1,0.8963343108504399,0.87,0.0,0.0,0.5793607604792965
"[11, 16, 19, 21, 32, 40]",3.823713435942775,0.659001843137255,montecarlo,139,3,29,1,"{1: 3, 2: 1, 3: 2}",2,0.8943548387096774,0.83,0.0,0.032,0.5793607604792965
"[1, 5, 18, 21, 25, 29]",3.3309382653443698,0.4092122352941177,montecarlo,99,1,28,2,"{0: 2, 1: 1, 2: 3}",2,0.8861436950146628,0.87,0.0,0.0,0.5793607604792965
"[4, 9, 13, 20, 26, 28]",3.673975355605506,0.5104277254901961,montecarlo,100,4,24,0,"{0: 2, 1: 2, 2: 2}",1,0.8976539589442816,0.87,0.0,0.0,0.5793607604792965
"[3, 5, 18, 21, 25, 30]",3.917421519617682,0.4792593725490196,montecarlo,102,2,27,1,"{0: 2, 1: 1, 2: 3}",2,0.8890518084066471,0.87,0.0,0.0,0.5793607604792965
"[4, 13, 26, 27, 35, 37]",3.815574343795515,0.4887329803921569,montecarlo,142,2,33,1,"{0: 1, 1: 1, 2: 2, 3: 2}",2,0.905791788856305,0.87,0.0,0.064,0.5793607604792965
"[1, 21, 26, 30, 32, 37]",3.721573803499306,0.5679397647058824,montecarlo,147,3,36,0,"{0: 1, 2: 3, 3: 2}",1,0.8997067448680351,0.87,0.0,0.064,0.5793607604792965
"[1, 8, 24, 26, 27, 30]",2.5525039520065995,0.42341890196078436,montecarlo,116,4,29,2,"{0: 2, 2: 4}",0,0.9015884652981427,0.87,0.0,0.032,0.5793607604792965
"[3, 9, 21, 27, 28, 37]",3.777481305267459,0.3678096470588235,montecarlo,125,1,34,1,"{0: 2, 2: 3, 3: 1}",2,0.9115347018572825,0.87,0.0,0.032,0.5793607604792965
"[3, 5, 14, 26, 27, 29]",3.4688826413132703,0.44204635294117656,montecarlo,104,2,26,3,"{0: 2, 1: 1, 2: 3}",3,0.9154936461388075,0.87,0.0,0.032,0.5793607604792965
