combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 9, 12, 19, 22, 40]",3.5509010947027857,0.5,default,105,3,37,2,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 4, 12, 13, 20, 40]",2.631029780476159,0.5,default,92,4,37,3,"{0: 2, 1: 3, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 11, 20, 21, 23, 40]",3.0563466246884703,0.5,default,117,3,38,1,"{0: 1, 1: 2, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 2, 3, 33, 38, 40]",2.6986848319741177,0.5,default,117,3,39,2,"{0: 3, 3: 3}",2,1.0,0.71,0.0,0.064,0.5934653640171786
"[23, 28, 32, 33, 36, 40]",1.5802004425897411,0.5,default,192,4,17,1,"{2: 2, 3: 4}",1,1.0,0.69,0.0,0.096,0.5934653640171786
"[9, 13, 33, 35, 39, 40]",2.767131170624099,0.5,default,169,1,31,2,"{0: 1, 1: 1, 3: 4}",1,1.0,0.73,0.0,0.096,0.5934653640171786
"[1, 4, 13, 20, 21, 22]",2.472772350071578,0.5,default,81,3,21,2,"{0: 2, 1: 2, 2: 2}",1,1.0,0.87,0.0,0.0,0.5934653640171786
"[2, 9, 13, 20, 22, 28]",3.016782267087325,0.5,default,94,4,26,1,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.0,0.5934653640171786
"[2, 3, 11, 12, 13, 17]",1.4243168736412286,0.5,default,58,2,15,2,"{0: 2, 1: 4}",5,1.0,0.61,0.0,0.0,0.5934653640171786
"[2, 4, 7, 20, 24, 30]",3.1841394997401693,0.5,default,87,5,28,0,"{0: 3, 1: 1, 2: 2}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 13, 17, 25, 26, 30]",3.649811988705649,0.5,default,114,2,27,1,"{0: 1, 1: 2, 2: 3}",3,1.0,0.87,0.0,0.0,0.5934653640171786
"[5, 13, 16, 23, 26, 30]",3.649811988705649,0.5,default,113,3,25,1,"{0: 1, 1: 2, 2: 3}",3,1.0,0.87,0.0,0.0,0.5934653640171786
"[3, 5, 9, 14, 20, 33]",3.2031303913887195,0.5,default,84,2,30,0,"{0: 3, 1: 2, 3: 1}",2,1.0,0.87,0.0,0.064,0.5934653640171786
"[3, 4, 11, 17, 24, 25]",3.2830503937430326,0.5,default,84,2,22,0,"{0: 2, 1: 2, 2: 2}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[4, 8, 14, 18, 20, 26]",2.422525615918123,0.5,default,90,6,22,0,"{0: 2, 1: 3, 2: 1}",0,1.0,0.79,0.0,0.032,0.5934653640171786
"[5, 7, 11, 16, 29, 34]",3.372070198345609,0.5,default,102,2,29,0,"{0: 2, 1: 2, 2: 1, 3: 1}",4,1.0,0.83,0.0,0.032,0.5934653640171786
"[2, 17, 19, 26, 29, 34]",3.372070198345609,0.5,default,127,3,32,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,1.0,0.87,0.0,0.032,0.5934653640171786
"[9, 16, 17, 22, 30, 31]",3.5698919863513354,0.5,default,125,3,22,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[2, 3, 21, 29, 30, 32]",3.817169221358493,0.5,default,117,3,30,0,"{0: 2, 2: 3, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[6, 11, 15, 20, 25, 29]",3.5698919863513354,0.5,default,106,2,23,0,"{0: 1, 1: 3, 2: 2}",2,1.0,0.75,0.0,0.032,0.5934653640171786
"[3, 9, 16, 20, 29, 38]",3.5698919863513354,0.5,default,115,3,35,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[8, 9, 22, 23, 26, 34]",3.4709810923484725,0.5,default,122,4,26,0,"{0: 2, 2: 3, 3: 1}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[6, 8, 15, 20, 26, 34]",3.391061089994159,0.5,default,109,5,28,0,"{0: 2, 1: 2, 2: 1, 3: 1}",0,1.0,0.87,0.0,0.064,0.5934653640171786
"[1, 2, 6, 17, 24, 26]",3.2031303913887195,0.5,default,76,4,25,1,"{0: 3, 1: 1, 2: 2}",2,1.0,0.73,0.0,0.064,0.5934653640171786
"[2, 17, 18, 19, 25, 35]",3.6688028803541988,0.5,default,116,2,33,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
