combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 15, 16, 20, 26, 40]",3.451990200699923,0.5,default,120,4,37,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 9, 13, 15, 20, 40]",3.5509010947027857,0.5,default,100,2,37,2,"{0: 2, 1: 3, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 3, 9, 13, 27, 40]",2.136475310461843,0.5,default,94,2,38,3,"{0: 3, 1: 1, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 4, 5, 6, 13, 40]",2.3335058113155465,0.5,default,70,4,38,2,"{0: 4, 1: 1, 3: 1}",3,1.0,0.69,0.0,0.032,0.5934653640171786
"[13, 18, 20, 24, 28, 40]",3.4709810923484725,0.5,default,143,5,27,2,"{1: 3, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 13, 31, 32, 34, 40]",2.8165866176255303,0.5,default,153,3,37,2,"{0: 1, 1: 1, 3: 4}",3,1.0,0.83,0.0,0.096,0.5934653640171786
"[15, 17, 20, 37, 39, 40]",2.6096650273715407,0.5,default,168,2,25,1,"{1: 3, 3: 3}",2,1.0,0.73,0.0,0.064,0.5934653640171786
"[3, 7, 19, 21, 22, 34]",3.6688028803541988,0.5,default,106,2,31,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[1, 2, 3, 13, 22, 24]",3.2830503937430326,0.5,default,65,3,23,2,"{0: 3, 1: 1, 2: 2}",3,1.0,0.73,0.0,0.032,0.5934653640171786
"[2, 3, 6, 17, 22, 26]",3.2830503937430326,0.5,default,76,4,24,0,"{0: 3, 1: 1, 2: 2}",3,1.0,0.73,0.0,0.032,0.5934653640171786
"[2, 3, 9, 16, 22, 33]",3.1841394997401693,0.5,default,85,3,31,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[8, 9, 12, 20, 21, 24]",2.2444860067129695,0.5,default,94,4,16,1,"{0: 2, 1: 2, 2: 2}",0,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 8, 20, 23, 27, 28]",3.5509010947027857,0.5,default,109,3,25,1,"{0: 2, 1: 1, 2: 3}",2,1.0,0.79,0.0,0.0,0.5934653640171786
"[4, 10, 16, 17, 26, 27]",3.451990200699923,0.5,default,100,4,23,2,"{0: 2, 1: 2, 2: 2}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[5, 15, 20, 23, 27, 34]",3.5698919863513354,0.5,default,124,2,29,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[2, 13, 19, 21, 30, 32]",3.6688028803541988,0.5,default,117,3,30,1,"{0: 1, 1: 2, 2: 2, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[16, 17, 20, 26, 28, 30]",2.265059472665565,0.5,default,137,5,14,0,"{1: 3, 2: 3}",1,1.0,0.87,0.0,0.0,0.5934653640171786
"[4, 5, 14, 15, 19, 24]",2.6096650273715407,0.5,default,81,3,20,0,"{0: 2, 1: 3, 2: 1}",2,1.0,0.87,0.0,0.064,0.5934653640171786
"[8, 15, 17, 20, 24, 28]",2.8775157283312938,0.5,default,112,4,20,0,"{0: 1, 1: 3, 2: 2}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[2, 4, 15, 24, 27, 30]",3.6193474333527673,0.5,default,102,4,28,1,"{0: 2, 1: 1, 2: 3}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[7, 20, 22, 25, 30, 37]",3.5698919863513354,0.5,default,141,3,30,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[5, 10, 11, 21, 23, 34]",3.6688028803541988,0.5,default,104,2,29,1,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[4, 16, 21, 25, 30, 32]",3.372070198345609,0.5,default,128,4,28,0,"{0: 1, 1: 1, 2: 3, 3: 1}",0,1.0,0.87,0.0,0.032,0.5934653640171786
"[9, 15, 20, 23, 25, 37]",3.5698919863513354,0.5,default,129,1,28,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 11, 13, 15, 16, 35]",2.7786048343284304,0.5,default,93,1,32,1,"{0: 1, 1: 4, 3: 1}",3,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
