timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-09 15:57:59.630218,4,4,0,5.421,0.5,6.15,4.65,Counter({'default': 4}),moderado,0.7,1.0
