combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[6, 16, 19, 22, 24, 29]",5.9485547785547785,0.5,transformer_fallback,116,4,23,0,"{0: 1, 1: 2, 2: 3}",2,0.9130536130536131,1.05,0.0,1.0
"[12, 16, 23, 25, 32, 40]",5.76034965034965,0.5,transformer_fallback,148,4,28,0,"{1: 2, 2: 2, 3: 2}",1,0.8592074592074592,1.05,0.0,1.0
"[3, 9, 16, 26, 31, 33]",5.939137529137529,0.5,transformer_fallback,118,2,30,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8895104895104895,1.05,0.0,1.0
"[2, 11, 12, 30, 32, 35]",5.941655011655011,0.5,transformer_fallback,122,4,33,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8958041958041958,1.1,0.0,1.0
"[1, 22, 25, 27, 39, 40]",3.9427505827505827,0.5,transformer_fallback,154,2,39,0,"{0: 1, 2: 3, 3: 2}",0,0.8568764568764569,0.9500000000000001,0.0,1.0
"[6, 12, 16, 19, 25, 34]",5.778438228438229,0.5,transformer_fallback,112,4,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.9044289044289044,1.05,0.0,1.0
"[3, 5, 17, 27, 38, 40]",6.593310023310023,0.5,transformer_fallback,130,2,37,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8582750582750582,1.05,0.0,1.0
"[7, 14, 21, 22, 30, 35]",5.768461538461539,0.5,transformer_fallback,129,3,28,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8794871794871795,1.1,0.0,1.0
"[3, 8, 17, 20, 24, 27]",5.036806526806527,0.5,transformer_fallback,99,3,24,0,"{0: 2, 1: 2, 2: 2}",2,0.8836829836829837,0.9,0.0,1.0
"[1, 3, 9, 13, 35, 36]",5.284382284382285,0.5,transformer_fallback,97,1,35,0,"{0: 3, 1: 1, 3: 2}",2,0.8776223776223776,0.85,0.0,1.0
"[1, 10, 14, 17, 32, 40]",4.756247086247087,0.5,transformer_fallback,114,4,39,0,"{0: 2, 1: 2, 3: 2}",1,0.848951048951049,1.05,0.0,1.0
"[7, 9, 14, 27, 28, 33]",5.770792540792542,0.5,transformer_fallback,118,2,26,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.8853146853146854,1.1,0.0,1.0
"[8, 17, 18, 30, 34, 40]",5.757972027972028,0.5,transformer_fallback,147,5,32,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8532634032634032,0.95,0.0,1.0
"[2, 14, 15, 21, 38, 40]",5.016037296037297,0.5,transformer_fallback,130,4,38,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8734265734265734,1.05,0.0,1.0
"[3, 27, 32, 37, 39, 40]",4.674125874125875,0.5,transformer_fallback,178,2,37,0,"{0: 1, 2: 1, 3: 4}",2,0.8519813519813519,0.9,0.0,1.0
"[1, 12, 17, 26, 36, 37]",6.188857808857809,0.5,transformer_fallback,129,3,36,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8888111888111888,1.05,0.0,1.0
"[18, 30, 33, 35, 38, 40]",4.343589743589744,0.5,transformer_fallback,194,4,22,0,"{1: 1, 2: 1, 3: 4}",0,0.858974358974359,0.85,0.0,1.0
"[8, 16, 21, 22, 23, 35]",5.77013986013986,0.5,transformer_fallback,125,3,27,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8836829836829837,1.05,0.0,1.0
"[8, 9, 18, 30, 32, 40]",5.5896270396270396,0.5,transformer_fallback,137,5,32,0,"{0: 2, 1: 1, 2: 1, 3: 2}",0,0.8490675990675991,0.95,0.0,1.0
"[2, 8, 13, 28, 36, 37]",6.3613986013986015,0.5,transformer_fallback,124,4,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.9034965034965035,1.1,0.0,1.0
"[3, 7, 13, 18, 20, 25]",5.208881118881119,0.5,transformer_fallback,86,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8972027972027972,0.9,0.0,1.0
"[5, 14, 33, 34, 38, 39]",4.521258741258742,0.5,transformer_fallback,163,3,34,0,"{0: 1, 1: 1, 3: 4}",1,0.8864801864801864,0.9500000000000001,0.0,1.0
"[14, 23, 29, 31, 32, 36]",5.2044055944055945,0.5,transformer_fallback,165,3,22,0,"{1: 1, 2: 2, 3: 3}",3,0.886013986013986,0.9500000000000001,0.0,1.0
"[14, 15, 19, 26, 33, 39]",5.771538461538462,0.5,transformer_fallback,146,2,25,0,"{1: 3, 2: 1, 3: 2}",1,0.8871794871794871,1.05,0.0,1.0
"[1, 7, 15, 17, 29, 31]",4.907202797202797,0.5,transformer_fallback,100,0,30,0,"{0: 2, 1: 2, 2: 1, 3: 1}",4,0.893006993006993,0.95,0.0,1.0
"[1, 8, 13, 23, 39, 40]",5.174219114219114,0.5,transformer_fallback,124,2,39,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8522144522144521,1.1,0.0,1.0
