Draw,Motivo,SVI,Timestamp
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.946828
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.947448
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.947818
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.948166
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.948502
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.948838
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.949162
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.949488
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.949831
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.950171
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.950508
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.950837
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.951168
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.951508
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.951857
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.952194
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.952546
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.952879
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.953214
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.953564
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.953892
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.954230
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.954565
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.954895
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.955234
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.955567
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.955910
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.956244
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.956584
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.956919
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.957251
"[1, 2, 3, 4, 5, 6]",Combinación inválida,0.0,2025-08-16 16:28:59.957589
