combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[2, 8, 18, 20, 21, 40]",2.765792879883934,0.5,lstm,109,5,38,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.6093623890234061,0.83,0.0,0.0,0.5934653640171786
"[9, 15, 16, 20, 21, 40]",3.2601557549461857,0.5,lstm,121,3,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6085552865213882,0.83,0.0,0.0,0.5934653640171786
"[6, 7, 20, 21, 37, 40]",3.6431760975409238,0.5,lstm,131,3,34,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.6037126715092818,0.83,0.0,0.064,0.5934653640171786
"[2, 3, 20, 21, 30, 40]",3.0159440391720462,0.5,lstm,116,4,38,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.6214689265536724,0.83,0.0,0.0,0.5934653640171786
"[6, 14, 15, 20, 21, 40]",3.2963173861986803,0.5,lstm,116,4,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6008878127522195,0.83,0.0,0.064,0.5934653640171786
"[2, 20, 21, 35, 38, 40]",2.419363341234313,0.5,lstm,156,4,38,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.6150121065375302,0.83,0.0,0.064,0.5934653640171786
"[13, 20, 21, 29, 37, 40]",3.1936713486053363,0.5,lstm,160,2,27,2,"{1: 2, 2: 2, 3: 2}",3,0.6234866828087168,0.83,0.0,0.032,0.5934653640171786
"[15, 18, 20, 21, 31, 40]",3.3775785532174396,0.5,lstm,145,3,25,1,"{1: 3, 2: 1, 3: 2}",1,0.6065375302663438,0.83,0.0,0.032,0.5934653640171786
"[1, 11, 20, 21, 30, 40]",2.7656012849318703,0.5,lstm,123,3,39,2,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.6085552865213882,0.83,0.0,0.0,0.5934653640171786
"[10, 18, 20, 21, 24, 40]",3.2822121658277537,0.5,lstm,133,5,30,2,"{0: 1, 1: 2, 2: 2, 3: 1}",0,0.6214689265536724,0.83,0.0,0.032,0.5934653640171786
"[7, 14, 20, 21, 24, 40]",3.4007845338113896,0.5,lstm,126,4,33,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.6242937853107344,0.83,0.0,0.064,0.5934653640171786
"[6, 7, 20, 21, 27, 40]",3.3792071103099803,0.5,lstm,121,3,34,2,"{0: 2, 1: 1, 2: 2, 3: 1}",1,0.6133979015334948,0.83,0.0,0.032,0.5934653640171786
"[3, 17, 20, 21, 25, 40]",3.4630548091815987,0.5,lstm,126,2,37,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.6299435028248588,0.83,0.0,0.0,0.5934653640171786
"[8, 20, 21, 32, 37, 40]",3.009475793590378,0.5,lstm,158,4,32,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.6008878127522196,0.83,0.0,0.064,0.5934653640171786
"[6, 20, 21, 27, 38, 40]",2.912576646584183,0.5,lstm,152,4,34,2,"{0: 1, 1: 1, 2: 2, 3: 2}",0,0.6093623890234061,0.83,0.0,0.064,0.5934653640171786
"[19, 20, 21, 26, 39, 40]",2.403246373866718,0.5,lstm,165,3,21,1,"{1: 2, 2: 2, 3: 2}",1,0.6271186440677967,0.73,0.0,0.032,0.5934653640171786
"[3, 5, 13, 20, 21, 40]",3.7089908795243107,0.5,lstm,102,2,37,2,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.6242937853107344,0.83,0.0,0.0,0.5934653640171786
"[6, 15, 19, 20, 21, 40]",3.3775785532174396,0.5,lstm,121,3,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.6065375302663438,0.83,0.0,0.032,0.5934653640171786
"[7, 15, 20, 21, 27, 40]",3.35858766156889,0.5,lstm,130,2,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.6065375302663438,0.83,0.0,0.0,0.5934653640171786
"[18, 20, 21, 26, 32, 40]",2.744740426551179,0.5,lstm,157,5,22,1,"{1: 2, 2: 2, 3: 2}",0,0.6073446327683617,0.83,0.0,0.032,0.5934653640171786
"[11, 20, 21, 25, 26, 40]",3.3605994085655584,0.5,lstm,143,3,29,1,"{1: 2, 2: 3, 3: 1}",1,0.6150121065375302,0.83,0.0,0.0,0.5934653640171786
"[5, 14, 18, 20, 21, 40]",3.3791113128339485,0.5,lstm,118,4,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.612994350282486,0.83,0.0,0.032,0.5934653640171786
"[11, 16, 20, 21, 37, 40]",3.623514623560151,0.5,lstm,145,3,29,1,"{1: 3, 2: 1, 3: 2}",2,0.6008878127522196,0.83,0.0,0.032,0.5934653640171786
"[11, 20, 21, 27, 32, 40]",2.8439387129821383,0.5,lstm,151,3,29,2,"{1: 2, 2: 2, 3: 2}",1,0.6085552865213883,0.83,0.0,0.032,0.5934653640171786
"[15, 18, 20, 21, 38, 40]",2.8902328432745192,0.5,lstm,152,4,25,1,"{1: 3, 2: 1, 3: 2}",0,0.5952380952380953,0.83,0.0,0.032,0.5934653640171786
"[4, 15, 20, 21, 23, 40]",3.3607910035176216,0.5,lstm,123,3,36,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.615819209039548,0.83,0.0,0.0,0.5934653640171786
"[3, 20, 21, 23, 28, 40]",3.4630548091815987,0.5,lstm,135,3,37,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.6299435028248588,0.83,0.0,0.0,0.5934653640171786
"[14, 20, 21, 23, 39, 40]",3.0163732118646696,0.5,lstm,157,3,26,1,"{1: 2, 2: 2, 3: 2}",1,0.6299435028248588,0.83,0.0,0.064,0.5934653640171786
"[20, 21, 28, 32, 34, 40]",2.174289448175887,0.5,lstm,175,5,20,1,"{1: 1, 2: 2, 3: 3}",0,0.6242937853107345,0.73,0.0,0.064,0.5934653640171786
"[9, 10, 17, 20, 21, 40]",3.36280275051429,0.5,lstm,117,3,31,2,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.6242937853107344,0.83,0.0,0.0,0.5934653640171786
"[16, 20, 21, 37, 38, 40]",3.010146375922601,0.5,lstm,172,4,24,1,"{1: 2, 2: 1, 3: 3}",1,0.6037126715092818,0.73,0.0,0.064,0.5934653640171786
"[17, 20, 21, 28, 30, 40]",2.827342758234384,0.5,lstm,156,4,23,1,"{1: 2, 2: 3, 3: 1}",1,0.6186440677966103,0.83,0.0,0.0,0.5934653640171786
