combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[2, 8, 18, 20, 21, 40]",4.665032679738562,0.5,lstm,109,5,38,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.6209150326797386,0.95,0.0,1.0
"[9, 15, 16, 20, 21, 40]",5.496311858076564,0.5,lstm,121,3,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.6157796451914099,1.05,0.0,1.0
"[7, 20, 21, 22, 38, 40]",5.016339869281047,0.5,lstm,148,4,33,3,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.6241830065359478,1.1,0.0,1.0
"[6, 20, 21, 22, 31, 40]",5.663725490196079,0.5,lstm,140,4,34,2,"{0: 1, 1: 1, 2: 2, 3: 2}",1,0.6176470588235294,1.1,0.0,1.0
"[2, 3, 6, 20, 21, 40]",4.18169934640523,0.5,lstm,92,4,38,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.6209150326797386,0.9,0.0,1.0
"[14, 15, 20, 21, 35, 40]",5.494070961718021,0.5,lstm,145,3,26,1,"{1: 3, 2: 1, 3: 2}",0,0.6101774042950514,1.05,0.0,1.0
"[2, 13, 20, 21, 38, 40]",5.085620915032679,0.5,lstm,134,4,38,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.6307189542483661,1.1,0.0,1.0
"[15, 20, 21, 29, 37, 40]",4.2816993464052295,0.5,lstm,162,2,25,3,"{1: 2, 2: 2, 3: 2}",2,0.6209150326797386,0.9,0.0,1.0
"[18, 19, 20, 21, 32, 40]",5.613492063492064,0.5,lstm,150,4,22,1,"{1: 3, 2: 1, 3: 2}",1,0.4920634920634921,1.05,0.0,1.0
"[1, 11, 19, 20, 21, 40]",4.783146591970121,0.5,lstm,112,2,39,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.4995331465919701,1.05,0.0,1.0
"[19, 20, 21, 25, 31, 40]",3.8835200746965457,0.5,lstm,156,2,21,1,"{1: 2, 2: 2, 3: 2}",2,0.5004668534080299,0.9,0.0,1.0
"[10, 18, 19, 20, 21, 40]",5.610130718954249,0.5,lstm,128,4,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.4836601307189542,1.05,0.0,1.0
