combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[15, 17, 19, 22, 23, 40]",4.522739165866027,0.6051447058823529,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",3,0.8787097162097162,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 20, 21, 23, 40]",4.395262873328476,0.602904705882353,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",2,0.8671206108706109,0.83,0.0,0.0,0.5934653640171786
"[8, 11, 14, 20, 22, 40]",4.286159948194793,0.5498427450980393,lstm_v2,115,5,32,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8839436026936027,0.83,0.0,0.032,0.5934653640171786
"[14, 16, 20, 22, 23, 40]",4.276269405360945,0.5338525490196079,lstm_v2,135,5,26,1,"{1: 3, 2: 2, 3: 1}",1,0.8602062289562289,0.83,0.0,0.032,0.5934653640171786
"[9, 15, 16, 21, 23, 40]",4.26261432066836,0.5533254901960785,lstm_v2,124,2,31,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.866504329004329,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 19, 20, 24, 40]",3.9898784527839184,0.6952992156862745,lstm_v2,135,3,25,1,"{1: 4, 2: 1, 3: 1}",2,0.881523569023569,0.83,0.0,0.032,0.5934653640171786
"[16, 18, 19, 20, 24, 40]",3.8333215131616813,0.522856862745098,lstm_v2,137,5,24,1,"{1: 4, 2: 1, 3: 1}",1,0.8740530303030303,0.83,0.0,0.032,0.5934653640171786
"[2, 12, 15, 20, 22, 40]",3.522878723021148,0.5324207843137254,lstm_v2,111,5,38,2,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8861111111111111,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 19, 21, 23, 40]",4.517304958749232,0.5771725490196078,lstm_v2,135,1,25,1,"{1: 3, 2: 2, 3: 1}",3,0.8771795334295335,0.75,0.0,0.0,0.5934653640171786
"[15, 16, 20, 21, 23, 40]",4.271633593060308,0.6263858823529411,lstm_v2,135,3,25,1,"{1: 3, 2: 2, 3: 1}",1,0.8530633718133718,0.83,0.0,0.0,0.5934653640171786
"[6, 9, 13, 21, 24, 28]",3.8117112049647446,0.5450845490196078,montecarlo,101,3,22,1,"{0: 2, 1: 1, 2: 3}",1,0.913510101010101,0.87,0.0,0.064,0.5934653640171786
"[7, 9, 18, 19, 23, 34]",3.9965694242554455,0.48251862745098045,montecarlo,110,2,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.903493265993266,0.87,0.0,0.032,0.5934653640171786
"[1, 18, 22, 28, 30, 31]",3.7757084054929786,0.47366909803921575,montecarlo,130,4,30,1,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8970538720538721,0.87,0.0,0.032,0.5934653640171786
"[9, 13, 18, 24, 25, 27]",3.1291661284084547,0.490087568627451,montecarlo,116,2,18,2,"{0: 1, 1: 2, 2: 3}",1,0.9098695286195286,0.87,0.0,0.032,0.5934653640171786
"[1, 5, 18, 20, 25, 29]",3.4287328301767084,0.5077647450980393,montecarlo,98,2,28,1,"{0: 2, 1: 2, 2: 2}",2,0.8829124579124579,0.87,0.0,0.0,0.5934653640171786
"[4, 10, 13, 20, 26, 29]",3.874422502502274,0.513026705882353,montecarlo,102,4,25,2,"{0: 2, 1: 2, 2: 2}",2,0.9043139730639731,0.83,0.0,0.0,0.5934653640171786
"[3, 16, 18, 20, 25, 31]",3.907899311684137,0.6259950980392156,montecarlo,113,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8827651515151516,0.87,0.0,0.032,0.5934653640171786
"[8, 16, 19, 25, 26, 35]",3.7936151273147654,0.5723856078431373,montecarlo,129,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8983225108225108,0.87,0.0,0.032,0.5934653640171786
"[9, 15, 21, 23, 26, 32]",3.7824127687120273,0.508949137254902,montecarlo,126,2,23,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8986742424242424,0.87,0.0,0.032,0.5934653640171786
"[1, 13, 14, 15, 17, 24]",2.925994134556128,0.47716654901960787,montecarlo,84,2,23,2,"{0: 1, 1: 4, 2: 1}",2,0.9012205387205388,0.87,0.0,0.064,0.5934653640171786
"[4, 9, 13, 18, 26, 37]",3.9087954746388993,0.5857508235294118,montecarlo,107,3,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.9136363636363636,0.87,0.0,0.032,0.5934653640171786
"[3, 21, 25, 28, 38, 40]",3.3550004345020517,0.5786916862745098,montecarlo,155,3,37,1,"{0: 1, 2: 3, 3: 2}",1,0.8961279461279461,0.83,0.0,0.032,0.5934653640171786
"[4, 15, 19, 21, 22, 25]",3.1018375076523204,0.47760866666666674,montecarlo,106,2,21,0,"{0: 1, 1: 2, 2: 3}",1,0.8864478114478115,0.87,0.0,0.0,0.5934653640171786
"[13, 16, 21, 25, 28, 34]",3.145652436005521,0.6225235294117648,montecarlo,137,3,21,1,"{1: 2, 2: 3, 3: 1}",1,0.8827080327080328,0.87,0.0,0.032,0.5934653640171786
"[1, 6, 7, 16, 28, 37]",3.3198222731256317,0.4976796078431373,montecarlo,95,3,36,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.8954335016835017,0.87,0.0,0.064,0.5934653640171786
"[13, 21, 23, 27, 29, 34]",2.947468653411213,0.4683077647058824,montecarlo,147,1,21,2,"{1: 1, 2: 4, 3: 1}",3,0.8955597643097644,0.87,0.0,0.032,0.5934653640171786
"[4, 13, 25, 26, 27, 29]",3.4677094072689836,0.4267781568627451,montecarlo,124,2,25,2,"{0: 1, 1: 1, 2: 4}",2,0.9055765993265993,0.87,0.0,0.0,0.5934653640171786
"[1, 18, 23, 27, 29, 34]",3.891680930665892,0.5164440784313726,montecarlo,132,2,33,2,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8953493265993266,0.87,0.0,0.032,0.5934653640171786
"[13, 16, 21, 28, 34, 37]",3.930009913809146,0.6372434117647059,montecarlo,149,3,24,1,"{1: 2, 2: 2, 3: 2}",2,0.8870430495430496,0.87,0.0,0.064,0.5934653640171786
"[1, 7, 18, 27, 28, 37]",3.882565491962887,0.45931921568627454,montecarlo,118,2,36,2,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8993897306397306,0.87,0.0,0.032,0.5934653640171786
"[8, 13, 18, 20, 22, 36]",3.7805455236832293,0.49768972549019613,montecarlo,117,5,28,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8992003367003367,0.87,0.0,0.032,0.5934653640171786
"[5, 11, 21, 22, 26, 38]",4.252223033814435,0.5890333333333334,apriori,123,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.9090909090909091,0.83,0.0,0.032,0.5934653640171786
"[3, 4, 17, 19, 22, 28]",3.855704703256115,0.5796419607843138,apriori,93,3,25,0,"{0: 2, 1: 2, 2: 2}",3,0.9021675084175084,0.87,0.0,0.0,0.5934653640171786
"[2, 7, 15, 26, 35, 37]",4.387093522493384,0.5636011764705883,apriori,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.9151094276094276,0.87,0.0,0.064,0.5934653640171786
"[6, 7, 11, 21, 22, 40]",4.238435952554792,0.5293054901960784,apriori,107,3,34,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8980218855218856,0.83,0.0,0.032,0.5934653640171786
"[9, 11, 18, 19, 25, 27]",3.502816835496287,0.4931898039215687,apriori,109,1,18,1,"{0: 1, 1: 3, 2: 2}",2,0.9049031986531987,0.83,0.0,0.0,0.5934653640171786
"[4, 21, 24, 30, 38, 40]",3.5234682721484845,0.49285333333333337,apriori,157,5,36,1,"{0: 1, 2: 3, 3: 2}",0,0.9067760942760943,0.83,0.0,0.064,0.5934653640171786
"[6, 15, 16, 29, 30, 39]",4.151819644593147,0.5955325490196078,apriori,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.9025673400673401,0.83,0.0,0.064,0.5934653640171786
"[7, 12, 17, 20, 22, 34]",4.2544028641852085,0.6155529411764706,apriori,112,4,27,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.9001683501683502,0.83,0.0,0.032,0.5934653640171786
"[3, 11, 20, 26, 32, 34]",4.273685254172414,0.5998164705882353,apriori,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.9110269360269361,0.83,0.0,0.064,0.5934653640171786
"[14, 19, 22, 26, 33, 34]",3.457164418218789,0.5732372549019609,apriori,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.9112794612794612,0.87,0.0,0.096,0.5934653640171786
"[6, 16, 19, 34, 37, 40]",3.7994991840253394,0.6241192156862746,apriori,152,4,34,1,"{0: 1, 1: 2, 3: 3}",2,0.8937289562289562,0.83,0.0,0.096,0.5934653640171786
"[1, 11, 16, 30, 36, 37]",4.425230730948869,0.6354505882352942,apriori,131,3,36,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8999158249158249,0.83,0.0,0.064,0.5934653640171786
"[7, 11, 18, 29, 30, 37]",4.008559184787603,0.5627294117647059,apriori,132,2,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,0.903493265993266,0.83,0.0,0.032,0.5934653640171786
"[9, 14, 15, 16, 28, 38]",4.020023804404202,0.5418368627450981,apriori,120,4,29,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8901304713804714,0.83,0.0,0.064,0.5934653640171786
"[1, 2, 20, 21, 22, 30]",3.581665232640868,0.39925843137254907,apriori,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8862373737373738,0.87,0.0,0.0,0.5934653640171786
"[8, 11, 16, 37, 38, 40]",4.41668943426479,0.5919882352941177,apriori,150,4,32,1,"{0: 1, 1: 2, 3: 3}",2,0.8970959595959596,0.83,0.0,0.064,0.5934653640171786
"[8, 14, 15, 16, 21, 23]",2.766073330425625,0.5592772549019608,apriori,97,3,15,0,"{0: 1, 1: 3, 2: 2}",1,0.877293771043771,0.87,0.0,0.032,0.5934653640171786
"[7, 8, 19, 33, 34, 35]",4.2701235663246,0.4591380392156863,apriori,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.9197811447811448,0.87,0.0,0.096,0.5934653640171786
"[1, 7, 14, 17, 20, 23]",3.720080665192974,0.5701682352941178,apriori,82,2,22,1,"{0: 2, 1: 3, 2: 1}",3,0.8861531986531986,0.87,0.0,0.032,0.5934653640171786
"[12, 16, 29, 32, 34, 37]",3.6544239769560867,0.631123137254902,apriori,160,4,25,1,"{1: 2, 2: 1, 3: 3}",2,0.9009048821548822,0.83,0.0,0.096,0.5934653640171786
"[4, 6, 14, 16, 23, 40]",4.1317097057680945,0.5028835294117647,apriori,103,5,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8898779461279461,0.83,0.0,0.064,0.5934653640171786
"[1, 4, 21, 22, 28, 35]",3.491582544481968,0.4808362031024192,transformer_fallback,111,3,34,1,"{0: 2, 2: 3, 3: 1}",0,0.892824074074074,0.87,0.0,0.032,0.5934653640171786
"[6, 16, 19, 22, 25, 29]",3.5604643691275784,0.5992361936328056,transformer_fallback,117,3,23,0,"{0: 1, 1: 2, 2: 3}",2,0.8858585858585859,0.87,0.0,0.032,0.5934653640171786
"[12, 16, 23, 32, 37, 38]",3.207247774705831,0.5399724609991639,transformer_fallback,158,4,26,1,"{1: 2, 2: 1, 3: 3}",2,0.9073653198653199,0.83,0.0,0.096,0.5934653640171786
"[7, 8, 16, 19, 25, 26]",2.932598832241603,0.5004449951329836,transformer_fallback,101,3,19,0,"{0: 2, 1: 2, 2: 2}",2,0.8950396825396826,0.87,0.0,0.0,0.5934653640171786
"[3, 9, 16, 31, 33, 40]",3.568193758669193,0.5156130327333428,transformer_fallback,132,2,37,1,"{0: 2, 1: 1, 3: 3}",2,0.9011363636363636,0.83,0.0,0.064,0.5934653640171786
"[1, 14, 16, 18, 29, 36]",4.489955686086886,0.6473039215686275,clustering,114,4,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8861531986531986,0.87,0.0,0.064,0.5934653640171786
"[9, 15, 20, 23, 27, 33]",4.459030016726668,0.5632352941176471,clustering,127,1,24,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8959806397306398,0.87,0.0,0.032,0.5934653640171786
"[6, 15, 18, 26, 33, 37]",4.529827795854666,0.7063725490196079,clustering,135,3,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.9197390572390572,0.87,0.0,0.096,0.5934653640171786
