combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[6, 10, 12, 20, 24, 32]",4.908030303030303,0.5,transformer_fallback,104,6,26,0,"{0: 2, 1: 2, 2: 1, 3: 1}",0,0.8950757575757575,1.0,0.0,1.0
"[1, 12, 14, 17, 19, 40]",4.341454545454546,0.5,transformer_fallback,103,3,39,0,"{0: 1, 1: 4, 3: 1}",2,0.8953030303030303,1.05,0.0,1.0
"[3, 4, 7, 27, 35, 39]",6.185939393939393,0.5,transformer_fallback,115,1,36,0,"{0: 3, 2: 1, 3: 2}",2,0.8815151515151515,1.0,0.0,1.0
"[7, 13, 20, 25, 28, 34]",5.947151515151515,0.5,transformer_fallback,127,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.9095454545454545,1.1,0.0,1.0
"[1, 4, 10, 14, 25, 31]",5.115181818181819,0.5,transformer_fallback,85,3,30,0,"{0: 3, 1: 1, 2: 1, 3: 1}",1,0.8712878787878788,0.9500000000000001,0.0,1.0
"[4, 10, 11, 26, 29, 35]",5.941696969696969,0.5,transformer_fallback,115,3,31,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8959090909090909,1.1,0.0,1.0
"[3, 16, 22, 26, 27, 40]",5.77539393939394,0.5,transformer_fallback,134,4,37,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8968181818181818,1.05,0.0,1.0
"[5, 9, 13, 24, 27, 37]",6.107636363636364,0.5,transformer_fallback,115,1,32,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,0.894090909090909,1.0,0.0,1.0
"[1, 2, 22, 30, 35, 38]",6.022787878787879,0.5,transformer_fallback,128,4,37,0,"{0: 2, 2: 2, 3: 2}",1,0.8903030303030303,1.1,0.0,1.0
"[2, 4, 7, 21, 31, 39]",6.355272727272728,0.5,transformer_fallback,104,2,37,0,"{0: 3, 2: 1, 3: 2}",3,0.8881818181818182,1.1,0.0,1.0
"[1, 2, 9, 16, 22, 32]",5.120727272727273,0.5,transformer_fallback,82,4,31,0,"{0: 3, 1: 1, 2: 1, 3: 1}",1,0.8851515151515151,0.9,0.0,1.0
"[3, 6, 13, 14, 30, 40]",5.9378787878787875,0.5,transformer_fallback,106,4,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8863636363636364,1.1,0.0,1.0
"[6, 7, 11, 14, 29, 39]",6.110363636363636,0.5,transformer_fallback,106,2,33,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.9009090909090909,1.1,0.0,1.0
"[3, 25, 31, 33, 35, 37]",3.9056363636363636,0.5,transformer_fallback,164,0,34,0,"{0: 1, 2: 1, 3: 4}",3,0.8890909090909092,0.85,0.0,1.0
"[5, 8, 10, 12, 25, 32]",4.872848484848486,0.5,transformer_fallback,92,4,27,0,"{0: 3, 1: 1, 2: 1, 3: 1}",1,0.8904545454545455,0.9,0.0,1.0
"[2, 8, 17, 18, 21, 27]",5.045333333333334,0.5,transformer_fallback,93,3,25,0,"{0: 2, 1: 2, 2: 2}",2,0.905,0.9,0.0,1.0
"[5, 8, 11, 32, 36, 37]",6.357757575757576,0.5,transformer_fallback,129,3,32,0,"{0: 2, 1: 1, 3: 3}",3,0.8943939393939394,1.1,0.0,1.0
"[1, 16, 17, 20, 30, 31]",5.943939393939393,0.5,transformer_fallback,115,3,30,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.9015151515151515,1.05,0.0,1.0
"[4, 10, 15, 19, 20, 27]",4.87539393939394,0.5,transformer_fallback,95,3,23,0,"{0: 2, 1: 3, 2: 1}",1,0.8968181818181818,0.9,0.0,1.0
"[6, 9, 10, 12, 24, 26]",3.704818181818182,0.5,transformer_fallback,87,5,20,0,"{0: 3, 1: 1, 2: 2}",0,0.8870454545454546,0.7999999999999999,0.0,1.0
"[2, 12, 14, 25, 31, 39]",5.93660606060606,0.5,transformer_fallback,123,3,37,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8831818181818182,1.1,0.0,1.0
"[7, 9, 15, 21, 23, 27]",4.2450909090909095,0.5,transformer_fallback,102,0,20,0,"{0: 2, 1: 1, 2: 3}",2,0.9043939393939394,0.95,0.0,1.0
"[2, 6, 20, 27, 30, 31]",5.936545454545454,0.5,transformer_fallback,116,4,29,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.883030303030303,1.1,0.0,1.0
"[9, 18, 23, 35, 37, 38]",5.293272727272727,0.5,transformer_fallback,160,2,29,0,"{0: 1, 1: 1, 2: 1, 3: 3}",2,0.8998484848484849,0.9,0.0,1.0
"[3, 7, 8, 9, 25, 36]",4.437878787878788,0.5,transformer_fallback,88,2,33,0,"{0: 4, 2: 1, 3: 1}",2,0.8863636363636364,0.9,0.0,1.0
"[6, 8, 11, 21, 35, 37]",5.935212121212121,0.5,transformer_fallback,118,2,31,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8796969696969696,1.1,0.0,1.0
"[19, 26, 27, 28, 35, 39]",3.875151515151515,0.5,transformer_fallback,174,2,20,0,"{1: 1, 2: 3, 3: 2}",1,0.8962121212121212,0.9,0.0,1.0
