combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[2, 3, 6, 7, 28, 35]",2.844429589649154,0.5,transformer_fallback,81,3,33,0,"{np.int64(0): 4, np.int64(2): 1, np.int64(3): 1}",3,0.864,0.83,0.0,0.064,0.5793607604792964
"[2, 6, 13, 14, 15, 33]",2.966432431974085,0.5,transformer_fallback,83,3,31,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(3): 1}",2,0.8521212121212122,0.83,0.0,0.096,0.5793607604792964
"[1, 15, 18, 27, 29, 35]",3.3588246968533717,0.5,transformer_fallback,125,1,34,2,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",1,0.872,0.87,0.0,0.032,0.5793607604792964
"[6, 8, 19, 24, 25, 36]",3.40399376850674,0.5,transformer_fallback,118,4,30,1,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 2, np.int64(3): 1}",1,0.9069090909090909,0.87,0.0,0.096,0.5793607604792964
"[6, 7, 15, 18, 25, 30]",3.350762804089369,0.5,transformer_fallback,101,3,24,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",1,0.8372121212121212,0.87,0.0,0.032,0.5793607604792964
"[15, 18, 21, 25, 30, 36]",2.6802352388519846,0.5,transformer_fallback,145,3,21,0,"{np.int64(1): 2, np.int64(2): 3, np.int64(3): 1}",0,0.8604848484848484,0.87,0.0,0.032,0.5793607604792964
"[3, 4, 15, 18, 21, 26]",2.9579140731563713,0.5,transformer_fallback,87,3,23,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",1,0.847030303030303,0.87,0.0,0.0,0.5793607604792964
"[4, 6, 9, 15, 32, 33]",2.7720481186399404,0.5,transformer_fallback,99,3,29,0,"{np.int64(0): 3, np.int64(1): 1, np.int64(3): 2}",0,0.8466666666666667,0.87,0.0,0.096,0.5793607604792964
"[13, 20, 24, 26, 29, 35]",3.475778322368792,0.5,transformer_fallback,147,3,22,1,"{np.int64(1): 2, np.int64(2): 3, np.int64(3): 1}",2,0.88,0.87,0.0,0.064,0.5793607604792964
"[5, 8, 15, 16, 29, 34]",2.9349152066040114,0.5,transformer_fallback,107,3,29,3,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,0.8761212121212121,0.87,0.0,0.032,0.5793607604792964
"[5, 16, 18, 22, 32, 33]",3.3761282715663534,0.5,transformer_fallback,126,4,28,2,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",1,0.8666666666666667,0.89,0.0,0.064,0.5793607604792964
