combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 4, 15, 19, 20, 40]",3.69926743570708,0.5,default,101,3,37,1,"{0: 2, 1: 3, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 3, 7, 20, 21, 40]",2.5716832440744413,0.5,default,92,2,39,2,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 10, 17, 23, 33, 40]",3.6688028803541988,0.5,default,126,2,37,2,"{0: 2, 1: 1, 2: 1, 3: 2}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[1, 3, 16, 18, 19, 20]",1.622138661646955,0.5,default,77,3,19,1,"{0: 2, 1: 4}",2,1.0,0.77,0.0,0.0,0.5934653640171786
"[2, 3, 8, 15, 16, 22]",2.5716832440744413,0.5,default,66,4,20,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.73,0.0,0.0,0.5934653640171786
"[4, 10, 13, 16, 20, 21]",2.324406009067283,0.5,default,84,4,17,2,"{0: 2, 1: 3, 2: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 5, 7, 8, 19, 21]",2.017782237658407,0.5,default,62,2,19,0,"{0: 4, 1: 1, 2: 1}",4,1.0,0.73,0.0,0.0,0.5934653640171786
"[3, 4, 12, 13, 19, 29]",2.9673268200858938,0.5,default,80,2,26,2,"{0: 2, 1: 3, 2: 1}",4,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 3, 13, 15, 17, 25]",2.9673268200858938,0.5,default,75,1,23,1,"{0: 2, 1: 3, 2: 1}",4,1.0,0.77,0.0,0.0,0.5934653640171786
"[1, 6, 13, 17, 19, 22]",2.5412186887215595,0.5,default,78,2,21,2,"{0: 2, 1: 3, 2: 1}",3,1.0,0.77,0.0,0.032,0.5934653640171786
"[7, 13, 15, 17, 19, 30]",2.9970000882867525,0.5,default,101,1,23,1,"{0: 1, 1: 4, 2: 1}",4,1.0,0.87,0.0,0.0,0.5934653640171786
"[2, 3, 16, 20, 25, 37]",3.817169221358493,0.5,default,103,3,35,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[7, 8, 19, 26, 28, 29]",3.649811988705649,0.5,default,117,3,22,0,"{0: 2, 1: 1, 2: 3}",3,1.0,0.87,0.0,0.0,0.5934653640171786
"[3, 19, 22, 23, 30, 34]",3.6688028803541988,0.5,default,131,3,31,0,"{0: 1, 1: 1, 2: 3, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 8, 10, 18, 19, 34]",3.035773158735875,0.5,default,92,4,31,1,"{0: 3, 1: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 8, 13, 16, 19, 35]",3.1346840527387383,0.5,default,94,2,32,1,"{0: 2, 1: 3, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[2, 10, 13, 25, 26, 28]",3.5509010947027857,0.5,default,104,4,26,2,"{0: 2, 1: 1, 2: 3}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[2, 8, 12, 18, 19, 24]",3.035773158735875,0.5,default,83,5,22,1,"{0: 2, 1: 3, 2: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 11, 12, 13, 14, 27]",2.2444860067129695,0.5,default,80,2,24,3,"{0: 1, 1: 4, 2: 1}",3,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
"[8, 12, 19, 21, 30, 31]",3.5698919863513354,0.5,default,121,3,23,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[6, 9, 13, 18, 25, 29]",3.5698919863513354,0.5,default,100,2,23,1,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.032,0.5934653640171786
