combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[5, 12, 23, 31, 36, 38]",6.361890909090909,0.5,combined,145,3,33,0,"{0: 1, 1: 1, 2: 1, 3: 3}",3,0.9047272727272727,1.1,0.0,1.0
"[12, 13, 21, 25, 27, 28]",3.1843757575757574,0.5,combined,126,2,16,0,"{1: 2, 2: 4}",1,0.9192727272727272,0.9249999999999999,0.0,1.0
"[14, 20, 21, 27, 37, 38]",5.107612121212122,0.5,combined,157,3,24,0,"{1: 2, 2: 2, 3: 2}",1,0.8523636363636364,0.9500000000000001,0.0,1.0
"[4, 7, 16, 31, 33, 37]",6.090945454545454,0.5,combined,128,2,33,0,"{0: 2, 1: 1, 3: 3}",3,0.8523636363636363,1.05,0.0,1.0
"[5, 11, 21, 22, 26, 38]",5.92650909090909,0.5,combined,123,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.857939393939394,1.1,0.0,1.0
"[9, 15, 30, 37, 38, 39]",5.108872727272728,0.5,combined,168,2,30,0,"{0: 1, 1: 1, 2: 1, 3: 3}",1,0.8555151515151516,0.9,0.0,1.0
"[3, 4, 17, 19, 22, 28]",5.460145454545455,0.5,combined,93,3,25,0,"{0: 2, 1: 2, 2: 2}",3,0.9003636363636364,0.9,0.0,1.0
"[2, 7, 15, 26, 35, 37]",6.097636363636363,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8690909090909091,1.05,0.0,1.0
"[6, 7, 11, 21, 22, 40]",5.922145454545454,0.5,combined,107,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.847030303030303,1.1,0.0,1.0
"[4, 21, 24, 30, 38, 40]",4.948509090909091,0.5,combined,157,5,36,0,"{0: 1, 2: 3, 3: 2}",0,0.8712727272727272,0.85,0.0,1.0
"[5, 7, 9, 34, 35, 39]",4.9349454545454545,0.5,combined,129,1,34,0,"{0: 3, 3: 3}",2,0.879030303030303,0.9,0.0,1.0
"[6, 15, 16, 29, 30, 39]",5.7659515151515155,0.5,combined,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8732121212121212,1.05,0.0,1.0
"[7, 12, 17, 20, 22, 34]",5.924763636363636,0.5,combined,112,4,27,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8535757575757577,1.05,0.0,1.0
"[3, 11, 20, 26, 32, 34]",5.937078787878788,0.5,combined,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8843636363636364,1.1,0.0,1.0
"[14, 19, 22, 26, 33, 34]",4.764787878787879,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8703030303030304,1.05,0.0,1.0
"[6, 16, 19, 34, 37, 40]",5.267587878787879,0.5,combined,152,4,34,0,"{0: 1, 1: 2, 3: 3}",2,0.8356363636363636,0.9,0.0,1.0
"[1, 11, 16, 30, 36, 37]",6.172921212121212,0.5,combined,131,3,36,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8489696969696969,1.05,0.0,1.0
"[7, 11, 18, 29, 30, 37]",5.591721212121212,0.5,combined,132,2,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,0.8543030303030303,1.05,0.0,1.0
"[9, 14, 15, 16, 28, 38]",5.596957575757576,0.5,combined,120,4,29,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8673939393939394,1.05,0.0,1.0
"[1, 2, 20, 21, 22, 30]",5.116630303030304,0.5,combined,96,4,29,0,"{0: 2, 1: 1, 2: 3}",1,0.8749090909090909,0.9500000000000001,0.0,1.0
"[8, 11, 16, 37, 38, 40]",6.167393939393939,0.5,combined,150,4,32,0,"{0: 1, 1: 2, 3: 3}",2,0.8351515151515152,1.05,0.0,1.0
"[7, 8, 19, 33, 34, 35]",5.933684848484848,0.5,combined,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.8758787878787879,1.05,0.0,1.0
"[1, 7, 14, 17, 20, 23]",5.201612121212122,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.879030303030303,0.9,0.0,1.0
"[12, 16, 29, 32, 34, 37]",5.025054545454545,0.5,combined,160,4,25,0,"{1: 2, 2: 1, 3: 3}",2,0.8543030303030303,0.9,0.0,1.0
"[4, 6, 14, 16, 23, 40]",5.764206060606061,0.5,combined,103,5,36,0,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8688484848484849,0.95,0.0,1.0
