timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-09 13:05:49.040498,5,5,0,5.5394,0.5,6.153,4.934,Counter({'transformer_fallback': 5}),moderado,0.7,1.0
