combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 9, 15, 22, 26, 40]",3.451990200699923,0.5,default,115,3,37,1,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 9, 15, 16, 26, 40]",3.451990200699923,0.5,default,109,3,37,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[9, 13, 16, 18, 32, 40]",3.4709810923484725,0.5,default,128,4,31,2,"{0: 1, 1: 3, 3: 2}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[7, 12, 25, 26, 36, 40]",3.6193474333527673,0.5,default,146,4,33,2,"{0: 1, 1: 1, 2: 2, 3: 2}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[17, 24, 31, 32, 33, 40]",2.736666615271217,0.5,default,177,3,23,1,"{1: 1, 2: 1, 3: 4}",2,1.0,0.65,0.0,0.128,0.5934653640171786
"[28, 29, 33, 36, 37, 40]",1.6791113365926043,0.5,default,203,3,12,1,"{2: 2, 3: 4}",2,1.0,0.69,0.0,0.096,0.5934653640171786
"[7, 18, 19, 21, 23, 30]",3.649811988705649,0.5,default,118,2,23,0,"{0: 1, 1: 2, 2: 3}",3,1.0,0.87,0.0,0.0,0.5934653640171786
"[3, 11, 16, 20, 30, 31]",3.6688028803541988,0.5,default,111,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[2, 3, 5, 7, 25, 32]",2.630238493324136,0.5,default,74,2,30,0,"{0: 4, 2: 1, 3: 1}",4,1.0,0.73,0.0,0.032,0.5934653640171786
"[2, 3, 12, 15, 24, 27]",3.1841394997401693,0.5,default,83,3,25,2,"{0: 2, 1: 2, 2: 2}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[3, 5, 20, 26, 30, 37]",3.817169221358493,0.5,default,121,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 5, 9, 10, 26, 33]",2.8280602813298628,0.5,default,86,2,30,1,"{0: 4, 2: 1, 3: 1}",2,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
"[3, 15, 19, 26, 28, 37]",3.6688028803541988,0.5,default,128,2,34,0,"{0: 1, 1: 2, 2: 2, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[6, 9, 15, 16, 24, 26]",2.263476898361519,0.5,default,96,4,20,0,"{0: 2, 1: 2, 2: 2}",0,1.0,0.87,0.0,0.064,0.5934653640171786
"[4, 12, 14, 15, 19, 25]",1.9873176823055254,0.5,default,89,3,21,1,"{0: 1, 1: 4, 2: 1}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[7, 9, 14, 19, 23, 32]",3.6877937720027485,0.5,default,104,2,25,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.064,0.5934653640171786
"[3, 6, 11, 18, 26, 28]",3.035773158735875,0.5,default,92,4,25,0,"{0: 2, 1: 2, 2: 2}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[8, 9, 15, 17, 22, 37]",3.5698919863513354,0.5,default,108,2,29,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 16, 19, 20, 31, 36]",3.6877937720027485,0.5,default,125,3,33,0,"{0: 1, 1: 3, 3: 2}",3,1.0,0.87,0.0,0.064,0.5934653640171786
"[4, 7, 26, 28, 29, 34]",3.5698919863513354,0.5,default,128,4,30,0,"{0: 2, 2: 3, 3: 1}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[7, 11, 12, 13, 18, 34]",2.7786048343284304,0.5,default,95,3,27,2,"{0: 1, 1: 4, 3: 1}",3,1.0,0.83,0.0,0.032,0.5934653640171786
"[6, 9, 16, 17, 21, 37]",3.588882877999885,0.5,default,106,2,31,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.87,0.0,0.064,0.5934653640171786
"[4, 9, 10, 11, 27, 33]",2.936862264733012,0.5,default,94,2,29,2,"{0: 3, 1: 1, 2: 1, 3: 1}",1,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
"[1, 9, 19, 25, 29, 35]",3.15446623153931,0.5,default,118,0,34,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,0.79,0.0,0.032,0.5934653640171786
"[3, 11, 12, 18, 20, 38]",3.2138127679410284,0.5,default,102,4,35,1,"{0: 1, 1: 4, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
