combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[4, 19, 20, 22, 25, 40]",5.816666666666667,0.5,default,130,4,36,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,1.0,1.05,0.0,1.0
"[3, 9, 19, 22, 28, 40]",5.983333333333333,0.5,default,121,3,37,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,1.05,0.0,1.0
"[4, 5, 11, 23, 26, 40]",6.4,0.5,default,109,3,36,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,1.1,0.0,1.0
"[7, 8, 14, 21, 25, 40]",5.816666666666667,0.5,default,115,3,33,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,1.1,0.0,1.0
"[8, 10, 14, 19, 23, 40]",5.983333333333333,0.5,default,114,4,32,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,1.05,0.0,1.0
"[11, 15, 17, 25, 31, 40]",6.15,0.5,default,139,1,29,0,"{1: 3, 2: 1, 3: 2}",3,1.0,0.95,0.0,1.0
"[9, 10, 11, 34, 37, 40]",6.233333333333333,0.5,default,141,3,31,0,"{0: 2, 1: 1, 3: 3}",2,1.0,1.1,0.0,1.0
"[6, 15, 17, 23, 39, 40]",6.233333333333333,0.5,default,140,2,34,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,1.0,1.05,0.0,1.0
"[26, 27, 28, 33, 39, 40]",3.0,0.5,default,193,3,14,0,"{2: 3, 3: 3}",0,1.0,0.825,0.0,1.0
"[1, 4, 9, 11, 20, 27]",5.166666666666668,0.5,default,72,2,26,0,"{0: 3, 1: 2, 2: 1}",1,1.0,0.9,0.0,1.0
"[1, 2, 7, 13, 17, 29]",5.000000000000001,0.5,default,69,1,28,0,"{0: 3, 1: 2, 2: 1}",5,1.0,0.7999999999999999,0.0,1.0
"[2, 14, 19, 20, 26, 30]",5.983333333333333,0.5,default,111,5,28,0,"{0: 1, 1: 3, 2: 2}",2,1.0,0.95,0.0,1.0
"[4, 8, 12, 20, 26, 27]",4.750000000000001,0.5,default,97,5,23,0,"{0: 2, 1: 2, 2: 2}",0,1.0,0.85,0.0,1.0
"[3, 7, 22, 23, 25, 29]",4.05,0.5,default,109,1,26,0,"{0: 2, 2: 4}",4,1.0,0.8500000000000001,0.0,1.0
"[2, 13, 19, 23, 24, 26]",5.65,0.5,default,107,3,24,0,"{0: 1, 1: 2, 2: 3}",4,1.0,1.05,0.0,1.0
"[1, 7, 8, 15, 16, 31]",5.083333333333334,0.5,default,78,2,30,0,"{0: 3, 1: 2, 3: 1}",2,1.0,0.85,0.0,1.0
"[1, 3, 5, 8, 11, 34]",4.9,0.5,default,62,2,33,0,"{0: 4, 1: 1, 3: 1}",3,1.0,0.9,0.0,1.0
"[5, 15, 21, 27, 29, 32]",5.983333333333333,0.5,default,129,1,27,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,1.0,0.95,0.0,1.0
"[1, 10, 19, 20, 31, 33]",5.983333333333333,0.5,default,114,2,32,0,"{0: 2, 1: 2, 3: 2}",2,1.0,1.05,0.0,1.0
"[5, 7, 19, 22, 23, 38]",5.65,0.5,default,114,2,33,0,"{0: 2, 1: 1, 2: 2, 3: 1}",4,1.0,1.05,0.0,1.0
