epoch,train_loss,val_loss
1,0.08500061020255088,0.08780667185783386
2,0.07882202580571175,0.0860060527920723
3,0.06929526157677174,0.08144879341125488
4,0.055314529687166214,0.07402101159095764
5,0.047309357672929764,0.07128873467445374
6,0.04529342997819185,0.06983347237110138
7,0.043994654305279254,0.06833746284246445
8,0.042390110790729525,0.0660926029086113
