combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[4, 9, 17, 19, 21, 40]",3.4665085502011244,0.5,default,110,2,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5793607604792965
"[2, 5, 13, 24, 30, 40]",3.147087650923539,0.5,default,114,4,38,2,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.83,0.0,0.032,0.5793607604792965
"[4, 9, 14, 16, 18, 40]",3.2919278410433632,0.5,default,101,5,36,1,"{0: 2, 1: 3, 3: 1}",0,1.0,0.83,0.0,0.032,0.5793607604792965
"[1, 9, 14, 19, 38, 40]",2.972506941765778,0.5,default,121,3,39,1,"{0: 2, 1: 2, 3: 2}",1,1.0,0.83,0.0,0.064,0.5793607604792965
"[9, 19, 26, 33, 36, 40]",3.030443017813708,0.5,default,163,3,31,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,1.0,0.73,0.0,0.064,0.5793607604792965
"[3, 6, 21, 29, 39, 40]",3.648427828991623,0.5,default,138,2,37,2,"{0: 2, 2: 2, 3: 2}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[3, 7, 10, 19, 21, 22]",2.4622832320370107,0.5,default,82,2,19,1,"{0: 3, 1: 1, 2: 2}",3,1.0,0.83,0.0,0.0,0.5793607604792965
"[1, 2, 9, 13, 14, 21]",2.5291028397456228,0.5,default,60,2,20,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.73,0.0,0.032,0.5793607604792965
"[7, 8, 9, 13, 23, 26]",2.4622832320370107,0.5,default,86,2,19,1,"{0: 3, 1: 1, 2: 2}",3,1.0,0.87,0.0,0.0,0.5793607604792965
"[2, 4, 16, 22, 25, 32]",3.533328157909737,0.5,default,101,5,30,1,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.87,0.0,0.032,0.5793607604792965
"[4, 12, 13, 21, 23, 29]",3.563068676947674,0.5,default,102,2,25,1,"{0: 1, 1: 2, 2: 3}",3,1.0,0.83,0.0,0.0,0.5793607604792965
"[4, 13, 22, 27, 30, 32]",3.3884879677899127,0.5,default,128,4,28,2,"{0: 1, 1: 1, 2: 3, 3: 1}",1,1.0,0.87,0.0,0.032,0.5793607604792965
"[2, 4, 17, 21, 31, 34]",3.744987955738173,0.5,default,109,3,32,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,1.0,0.87,0.0,0.064,0.5793607604792965
"[4, 7, 9, 11, 21, 36]",2.9636234101050953,0.5,default,88,2,32,0,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.7899999999999999,0.0,0.032,0.5793607604792965
"[9, 12, 21, 26, 32, 34]",3.3104673853787006,0.5,default,134,4,25,0,"{0: 1, 1: 1, 2: 2, 3: 2}",0,1.0,0.83,0.0,0.064,0.5793607604792965
"[14, 15, 16, 22, 27, 37]",3.40702751212525,0.5,default,131,3,23,2,"{1: 3, 2: 2, 3: 1}",1,1.0,0.87,0.0,0.064,0.5793607604792965
"[4, 9, 10, 14, 26, 35]",2.789042700947334,0.5,default,98,4,31,0,"{0: 3, 1: 1, 2: 1, 3: 1}",0,1.0,0.83,0.0,0.064,0.5793607604792965
"[4, 6, 7, 11, 27, 35]",2.9821629544404327,0.5,default,90,2,31,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.7899999999999999,0.0,0.064,0.5793607604792965
