combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 10, 19, 20, 22, 40]",3.4665085502011244,0.5,default,114,4,37,2,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5793607604792965
"[4, 7, 8, 12, 30, 40]",3.3699484234545753,0.5,default,101,5,36,2,"{0: 3, 1: 1, 2: 1, 3: 1}",1,1.0,0.7899999999999999,0.0,0.0,0.5793607604792965
"[7, 19, 20, 37, 38, 40]",3.2235632713068063,0.5,default,161,3,33,1,"{0: 1, 1: 2, 3: 3}",3,1.0,0.73,0.0,0.064,0.5793607604792965
"[8, 20, 35, 37, 38, 40]",2.701366105861467,0.5,default,178,4,32,2,"{0: 1, 1: 1, 3: 4}",1,1.0,0.69,0.0,0.096,0.5793607604792965
"[3, 8, 9, 18, 20, 27]",2.8485237390232085,0.5,default,85,3,24,2,"{0: 3, 1: 2, 2: 1}",1,1.0,0.87,0.0,0.0,0.5793607604792965
"[3, 7, 10, 22, 26, 27]",2.3657231052904613,0.5,default,95,3,24,2,"{0: 3, 2: 3}",2,1.0,0.83,0.0,0.0,0.5793607604792965
"[4, 7, 16, 19, 24, 27]",2.9636234101050953,0.5,default,97,3,23,1,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.032,0.5793607604792965
"[2, 4, 12, 13, 16, 23]",2.607123422156835,0.5,default,70,4,21,0,"{0: 2, 1: 3, 2: 1}",3,1.0,0.69,0.0,0.0,0.5793607604792965
"[1, 7, 9, 18, 23, 30]",2.9450838657697576,0.5,default,88,2,29,0,"{0: 3, 1: 1, 2: 2}",2,1.0,0.87,0.0,0.0,0.5793607604792965
"[4, 8, 16, 21, 29, 30]",3.3699484234545753,0.5,default,108,4,26,2,"{0: 2, 1: 1, 2: 3}",1,1.0,0.87,0.0,0.0,0.5793607604792965
"[1, 3, 6, 20, 29, 32]",3.127003144560257,0.5,default,91,3,31,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[1, 2, 4, 8, 26, 30]",2.0663867123761577,0.5,default,71,5,29,1,"{0: 4, 2: 2}",1,1.0,0.73,0.0,0.0,0.5793607604792965
"[16, 25, 26, 27, 29, 34]",1.9400860665916708,0.5,default,157,3,18,2,"{1: 1, 2: 4, 3: 1}",1,1.0,0.87,0.0,0.032,0.5793607604792965
"[7, 11, 13, 14, 18, 34]",2.7311066248994043,0.5,default,97,3,27,0,"{0: 1, 1: 4, 3: 1}",3,1.0,0.83,0.0,0.064,0.5793607604792965
"[18, 20, 25, 27, 31, 34]",2.3062420672145865,0.5,default,155,3,16,1,"{1: 2, 2: 2, 3: 2}",1,1.0,0.87,0.0,0.064,0.5793607604792965
"[6, 15, 21, 27, 29, 34]",3.40702751212525,0.5,default,132,2,28,2,"{0: 1, 1: 1, 2: 3, 3: 1}",1,1.0,0.87,0.0,0.064,0.5793607604792965
