combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[7, 19, 20, 21, 22, 40]",3.5509010947027857,0.5,default,129,3,33,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[3, 7, 11, 20, 21, 40]",3.649811988705649,0.5,default,102,2,37,1,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.0,0.5934653640171786
"[11, 12, 20, 22, 28, 40]",3.451990200699923,0.5,default,133,5,29,2,"{1: 3, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[6, 9, 12, 17, 26, 40]",3.4709810923484725,0.5,default,110,4,34,2,"{0: 2, 1: 2, 2: 1, 3: 1}",1,1.0,0.83,0.0,0.032,0.5934653640171786
"[7, 11, 12, 18, 38, 40]",3.7182583273556298,0.5,default,126,4,33,2,"{0: 1, 1: 3, 3: 2}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[5, 6, 7, 16, 20, 22]",2.442307794718696,0.5,default,76,4,17,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.77,0.0,0.032,0.5934653640171786
"[3, 7, 21, 22, 28, 31]",3.6688028803541988,0.5,default,112,2,28,0,"{0: 2, 2: 3, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[2, 3, 11, 13, 20, 37]",2.9863177117344435,0.5,default,86,2,35,1,"{0: 2, 1: 3, 3: 1}",5,1.0,0.83,0.0,0.032,0.5934653640171786
"[9, 11, 13, 19, 23, 29]",2.3441881878678554,0.5,default,104,0,20,1,"{0: 1, 1: 3, 2: 2}",5,1.0,0.75,0.0,0.0,0.5934653640171786
"[6, 9, 13, 19, 26, 27]",2.9764266223341567,0.5,default,100,2,21,2,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.032,0.5934653640171786
"[1, 5, 12, 14, 22, 25]",3.085228605737307,0.5,default,79,3,24,2,"{0: 2, 1: 2, 2: 2}",1,1.0,0.73,0.0,0.032,0.5934653640171786
"[11, 13, 20, 22, 27, 33]",3.5698919863513354,0.5,default,126,2,22,2,"{1: 3, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.032,0.5934653640171786
"[2, 4, 20, 23, 26, 37]",3.817169221358493,0.5,default,112,4,35,0,"{0: 2, 1: 1, 2: 2, 3: 1}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[9, 11, 21, 26, 27, 29]",2.6013565122753,0.5,default,123,1,20,1,"{0: 1, 1: 1, 2: 4}",2,1.0,0.83,0.0,0.0,0.5934653640171786
"[8, 15, 20, 26, 29, 33]",3.4709810923484725,0.5,default,131,3,25,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,1.0,0.87,0.0,0.032,0.5934653640171786
