timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-08 16:47:51.231474,13,13,0,5.021615384615384,0.5,6.4,2.4,Counter({'default': 13}),moderado,0.7,1.0
