combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[12, 18, 22, 29, 33, 39]",5.3986609878330825,0.6419753725490196,montecarlo,153,3,27,0,"{np.int64(1): 2, np.int64(2): 2, np.int64(3): 2}",1,0.9153069153069153,0.85,0.0,1.0
"[2, 10, 14, 25, 26, 28]",6.306666350661974,0.37648517647058827,montecarlo,105,5,26,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 3}",1,0.90997150997151,1.0,0.0,1.0
"[6, 13, 16, 24, 33, 40]",5.8232356559562435,0.636029411764706,transformer_fallback,132,4,34,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",1,0.9144004144004144,1.05,0.0,1.0
"[2, 6, 9, 27, 28, 35]",5.8010499184910955,0.5653921568627451,transformer_fallback,107,3,33,0,"{np.int64(0): 3, np.int64(2): 2, np.int64(3): 1}",1,0.9119140119140119,1.1,0.0,1.0
"[5, 10, 22, 23, 24, 28]",5.576744097841157,0.3708529411764706,clustering,112,4,23,0,"{np.int64(0): 2, np.int64(2): 4}",2,0.9272209272209272,1.1,0.0,1.0
"[1, 8, 11, 20, 23, 24]",6.502940126757773,0.5135490196078432,clustering,87,3,23,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.8760424760424761,0.9500000000000001,0.0,1.0
"[11, 14, 19, 20, 21, 25]",3.3159777754924815,0.49573529411764705,lstm,110,2,14,0,"{np.int64(1): 4, np.int64(2): 2}",2,0.8348096348096348,0.9749999999999999,0.0,1.0
"[2, 8, 11, 19, 20, 21]",5.189521989992579,0.4935294117647059,lstm_v2,81,3,19,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",3,0.832926332926333,0.825,0.0,1.0
"[9, 11, 16, 17, 20, 21]",4.2367387791946625,0.4761274509803922,lstm_v2,94,2,12,0,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",2,0.8544677544677545,0.7749999999999999,0.0,1.0
"[6, 7, 11, 20, 21, 38]",7.365617403293872,0.48715686274509806,lstm_v2,103,3,32,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,0.8556073556073557,1.1,0.0,1.0
"[2, 3, 11, 20, 21, 31]",6.048746831055655,0.4021078431372549,lstm_v2,88,2,29,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",4,0.8562289562289562,0.9500000000000001,0.0,1.0
"[6, 11, 15, 20, 21, 22]",4.788876693023752,0.510686274509804,lstm_v2,95,3,16,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",1,0.8546749546749547,0.825,0.0,1.0
"[11, 16, 19, 20, 21, 37]",6.821427864619041,0.5128921568627451,lstm_v2,124,2,26,0,"{np.int64(1): 4, np.int64(2): 1, np.int64(3): 1}",3,0.8351204351204351,1.05,0.0,1.0
"[2, 11, 14, 20, 21, 39]",7.386938289379465,0.5653921568627451,lstm_v2,107,3,37,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.8513079513079513,1.1,0.0,1.0
"[11, 16, 20, 21, 30, 38]",7.171261022746317,0.534264705882353,lstm_v2,136,4,27,0,"{np.int64(1): 3, np.int64(2): 2, np.int64(3): 1}",1,0.8552965552965553,1.05,0.0,1.0
"[1, 11, 19, 20, 21, 32]",7.34920294357059,0.45504901960784316,lstm_v2,104,2,31,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.8420431420431421,1.05,0.0,1.0
"[11, 12, 19, 20, 21, 32]",5.37057366054425,0.5285294117647059,lstm_v2,115,3,21,0,"{np.int64(1): 4, np.int64(2): 1, np.int64(3): 1}",2,0.8406963406963408,1.05,0.0,1.0
"[11, 19, 20, 21, 22, 26]",4.857770744506039,0.5000980392156863,lstm_v2,119,3,15,0,"{np.int64(1): 3, np.int64(2): 3}",2,0.8321493321493322,0.9749999999999999,0.0,1.0
"[10, 11, 15, 19, 20, 21]",4.224101371939607,0.43857843137254904,lstm_v2,96,2,11,0,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",2,0.8517223517223518,0.7749999999999999,0.0,1.0
"[7, 11, 19, 20, 21, 26]",6.30375857312622,0.45504901960784316,lstm_v2,104,2,19,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",3,0.8344877344877345,0.9749999999999999,0.0,1.0
"[6, 11, 19, 20, 21, 29]",7.5558073685573675,0.4575,lstm_v2,106,2,23,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",3,0.8371147371147372,1.05,0.0,1.0
